***********	*************	*************	**************	*************	*************	*************	*************	*************	*************	*************	*************	*************	*************																
Data	from	Pyro	Oxygen	Logger	V3.206	with	FireStingO2	(Firmware	3.07)	---	Pyro	Science	---	Device	Name:														
08/02/2016	14:37:06	2720		6.5143	---	---	---	20	---	---	---	1018.04	54.165	---	---	---	23.343	---	---	---	188.53	---	---	---	5.184	---	---	---	
08/02/2016	14:37:07	2721		6.5134	---	---	---	20	---	---	---	1018.03	54.165	---	---	---	23.344	---	---	---	188.562	---	---	---	5.19	---	---	---	
08/02/2016	14:37:08	2722		6.5147	---	---	---	20	---	---	---	1018.06	54.165	---	---	---	23.342	---	---	---	188.563	---	---	---	5.195	---	---	---	
08/02/2016	14:37:09	2723		6.5158	---	---	---	20	---	---	---	1018.05	54.165	---	---	---	23.34	---	---	---	188.571	---	---	---	5.211	---	---	---	
08/02/2016	14:37:10	2724		6.517	---	---	---	20	---	---	---	1018.05	54.165	---	---	---	23.338	---	---	---	188.594	---	---	---	5.24	---	---	---	
08/02/2016	14:37:11	2725		6.5136	---	---	---	20	---	---	---	1018.04	54.165	---	---	---	23.344	---	---	---	188.634	---	---	---	5.245	---	---	---	
08/02/2016	14:37:12	2726		6.5114	---	---	---	20	---	---	---	1018.03	54.165	---	---	---	23.348	---	---	---	188.668	---	---	---	5.231	---	---	---	
08/02/2016	14:37:13	2727		6.5112	---	---	---	20	---	---	---	1018.04	54.165	---	---	---	23.348	---	---	---	188.67	---	---	---	5.218	---	---	---	
08/02/2016	14:37:14	2728		6.5135	---	---	---	20	---	---	---	1018.04	54.165	---	---	---	23.344	---	---	---	188.695	---	---	---	5.213	---	---	---	
08/02/2016	14:37:15	2729		6.5118	---	---	---	20	---	---	---	1018.03	54.165	---	---	---	23.347	---	---	---	188.713	---	---	---	5.24	---	---	---	
08/02/2016	14:37:16	2730		6.5052	---	---	---	20	---	---	---	1017.99	54.165	---	---	---	23.359	---	---	---	188.752	---	---	---	5.229	---	---	---	
08/02/2016	14:37:17	2731		6.5002	---	---	---	20	---	---	---	1017.98	54.165	---	---	---	23.368	---	---	---	188.756	---	---	---	5.228	---	---	---	
08/02/2016	14:37:18	2732		6.498	---	---	---	20	---	---	---	1017.99	54.165	---	---	---	23.372	---	---	---	188.771	---	---	---	5.226	---	---	---	
08/02/2016	14:37:19	2733		6.4995	---	---	---	20	---	---	---	1018.02	54.165	---	---	---	23.37	---	---	---	188.796	---	---	---	5.226	---	---	---	
08/02/2016	14:37:20	2734		6.4976	---	---	---	20	---	---	---	1018.01	54.165	---	---	---	23.373	---	---	---	188.844	---	---	---	5.227	---	---	---	
08/02/2016	14:37:21	2735		6.4962	---	---	---	20	---	---	---	1017.99	54.165	---	---	---	23.376	---	---	---	188.901	---	---	---	5.222	---	---	---	
08/02/2016	14:37:22	2736		6.4951	---	---	---	20	---	---	---	1017.99	54.165	---	---	---	23.378	---	---	---	188.948	---	---	---	5.211	---	---	---	
08/02/2016	14:37:23	2737		6.4896	---	---	---	20	---	---	---	1018.02	54.165	---	---	---	23.388	---	---	---	189.016	---	---	---	5.202	---	---	---	
08/02/2016	14:37:24	2738		6.485	---	---	---	20	---	---	---	1018.05	54.165	---	---	---	23.396	---	---	---	189.067	---	---	---	5.213	---	---	---	
08/02/2016	14:37:25	2739		6.4802	---	---	---	20	---	---	---	1018.07	54.165	---	---	---	23.405	---	---	---	189.118	---	---	---	5.241	---	---	---	
08/02/2016	14:37:26	2740		6.4801	---	---	---	20	---	---	---	1018.05	54.165	---	---	---	23.405	---	---	---	189.143	---	---	---	5.241	---	---	---	
08/02/2016	14:37:27	2741		6.4808	---	---	---	20	---	---	---	1018.04	54.165	---	---	---	23.404	---	---	---	189.163	---	---	---	5.216	---	---	---	
08/02/2016	14:37:28	2742		6.4803	---	---	---	20	---	---	---	1018.02	54.165	---	---	---	23.405	---	---	---	189.184	---	---	---	5.2	---	---	---	
08/02/2016	14:37:29	2743		6.4795	---	---	---	20	---	---	---	1018	54.165	---	---	---	23.406	---	---	---	189.188	---	---	---	5.217	---	---	---	
08/02/2016	14:37:30	2744		6.477	---	---	---	20	---	---	---	1018	54.165	---	---	---	23.411	---	---	---	189.199	---	---	---	5.21	---	---	---	
08/02/2016	14:37:31	2745		6.4788	---	---	---	20	---	---	---	1018.03	54.155	---	---	---	23.407	---	---	---	189.219	---	---	---	5.206	---	---	---	
08/02/2016	14:37:32	2746		6.4772	---	---	---	20	---	---	---	1018.05	54.155	---	---	---	23.41	---	---	---	189.223	---	---	---	5.194	---	---	---	
08/02/2016	14:37:33	2747		6.476	---	---	---	20	---	---	---	1018.07	54.155	---	---	---	23.412	---	---	---	189.212	---	---	---	5.199	---	---	---	
08/02/2016	14:37:34	2748		6.4749	---	---	---	20	---	---	---	1018.05	54.165	---	---	---	23.414	---	---	---	189.222	---	---	---	5.203	---	---	---	
08/02/2016	14:37:35	2749		6.4742	---	---	---	20	---	---	---	1018.02	54.155	---	---	---	23.416	---	---	---	189.237	---	---	---	5.197	---	---	---	
08/02/2016	14:37:36	2750		6.4763	---	---	---	20	---	---	---	1017.99	54.155	---	---	---	23.412	---	---	---	189.269	---	---	---	5.21	---	---	---	
08/02/2016	14:37:37	2751		6.4735	---	---	---	20	---	---	---	1017.96	54.155	---	---	---	23.417	---	---	---	189.251	---	---	---	5.221	---	---	---	
08/02/2016	14:37:38	2752		6.4724	---	---	---	20	---	---	---	1017.98	54.165	---	---	---	23.419	---	---	---	189.252	---	---	---	5.224	---	---	---	
08/02/2016	14:37:39	2753		6.4715	---	---	---	20	---	---	---	1018	54.165	---	---	---	23.421	---	---	---	189.271	---	---	---	5.224	---	---	---	
08/02/2016	14:37:40	2754		6.4689	---	---	---	20	---	---	---	1018.04	54.155	---	---	---	23.425	---	---	---	189.329	---	---	---	5.2	---	---	---	
08/02/2016	14:37:41	2755		6.4649	---	---	---	20	---	---	---	1018.06	54.155	---	---	---	23.433	---	---	---	189.385	---	---	---	5.216	---	---	---	
08/02/2016	14:37:42	2756		6.4569	---	---	---	20	---	---	---	1018.06	54.155	---	---	---	23.447	---	---	---	189.465	---	---	---	5.212	---	---	---	
08/02/2016	14:37:43	2757		6.4503	---	---	---	20	---	---	---	1018.09	54.165	---	---	---	23.459	---	---	---	189.529	---	---	---	5.22	---	---	---	
08/02/2016	14:37:44	2758		6.4505	---	---	---	20	---	---	---	1018.06	54.165	---	---	---	23.459	---	---	---	189.597	---	---	---	5.216	---	---	---	
08/02/2016	14:37:45	2759		6.4513	---	---	---	20	---	---	---	1018.07	54.165	---	---	---	23.458	---	---	---	189.653	---	---	---	5.222	---	---	---	
08/02/2016	14:37:46	2760		6.4513	---	---	---	20	---	---	---	1018.05	54.165	---	---	---	23.458	---	---	---	189.718	---	---	---	5.237	---	---	---	
08/02/2016	14:37:47	2761		6.4482	---	---	---	20	---	---	---	1018.07	54.165	---	---	---	23.463	---	---	---	189.759	---	---	---	5.238	---	---	---	
08/02/2016	14:37:48	2762		6.4431	---	---	---	20	---	---	---	1018.02	54.165	---	---	---	23.473	---	---	---	189.786	---	---	---	5.217	---	---	---	
08/02/2016	14:37:49	2763		6.4404	---	---	---	20	---	---	---	1017.98	54.165	---	---	---	23.478	---	---	---	189.793	---	---	---	5.224	---	---	---	
08/02/2016	14:37:50	2764		6.4371	---	---	---	20	---	---	---	1017.98	54.155	---	---	---	23.484	---	---	---	189.805	---	---	---	5.215	---	---	---	
08/02/2016	14:37:51	2765		6.4338	---	---	---	20	---	---	---	1018.03	54.155	---	---	---	23.49	---	---	---	189.815	---	---	---	5.228	---	---	---	
08/02/2016	14:37:52	2766		6.4351	---	---	---	20	---	---	---	1018.05	54.155	---	---	---	23.487	---	---	---	189.807	---	---	---	5.203	---	---	---	
08/02/2016	14:37:53	2767		6.4362	---	---	---	20	---	---	---	1018.05	54.165	---	---	---	23.485	---	---	---	189.816	---	---	---	5.202	---	---	---	
08/02/2016	14:37:54	2768		6.4404	---	---	---	20	---	---	---	1018.01	54.165	---	---	---	23.478	---	---	---	189.796	---	---	---	5.213	---	---	---	
08/02/2016	14:37:55	2769		6.4439	---	---	---	20	---	---	---	1018.03	54.155	---	---	---	23.471	---	---	---	189.81	---	---	---	5.222	---	---	---	
08/02/2016	14:37:56	2770		6.4417	---	---	---	20	---	---	---	1018.04	54.144	---	---	---	23.475	---	---	---	189.817	---	---	---	5.237	---	---	---	
08/02/2016	14:37:57	2771		6.4411	---	---	---	20	---	---	---	1018.06	54.134	---	---	---	23.476	---	---	---	189.828	---	---	---	5.233	---	---	---	
08/02/2016	14:37:58	2772		6.4347	---	---	---	20	---	---	---	1018.03	54.144	---	---	---	23.488	---	---	---	189.838	---	---	---	5.223	---	---	---	
08/02/2016	14:37:59	2773		6.4351	---	---	---	20	---	---	---	1018.02	54.144	---	---	---	23.487	---	---	---	189.843	---	---	---	5.209	---	---	---	
08/02/2016	14:38:00	2774		6.4335	---	---	---	20	---	---	---	1018.02	54.144	---	---	---	23.49	---	---	---	189.867	---	---	---	5.199	---	---	---	
08/02/2016	14:38:01	2775		6.4331	---	---	---	20	---	---	---	1018.01	54.134	---	---	---	23.491	---	---	---	189.898	---	---	---	5.205	---	---	---	
08/02/2016	14:38:02	2776		6.4318	---	---	---	20	---	---	---	1018.03	54.134	---	---	---	23.493	---	---	---	189.912	---	---	---	5.214	---	---	---	
08/02/2016	14:38:03	2777		6.4315	---	---	---	20	---	---	---	1018.04	54.134	---	---	---	23.494	---	---	---	189.925	---	---	---	5.232	---	---	---	
08/02/2016	14:38:04	2778		6.4318	---	---	---	20	---	---	---	1018.07	54.134	---	---	---	23.493	---	---	---	189.914	---	---	---	5.233	---	---	---	
08/02/2016	14:38:05	2779		6.4317	---	---	---	20	---	---	---	1018.05	54.134	---	---	---	23.494	---	---	---	189.937	---	---	---	5.223	---	---	---	
08/02/2016	14:38:06	2780		6.4313	---	---	---	20	---	---	---	1018.04	54.134	---	---	---	23.494	---	---	---	189.948	---	---	---	5.206	---	---	---	
08/02/2016	14:38:07	2781		6.43	---	---	---	20	---	---	---	1018.09	54.134	---	---	---	23.497	---	---	---	189.986	---	---	---	5.197	---	---	---	
08/02/2016	14:38:08	2782		6.43	---	---	---	20	---	---	---	1018.1	54.134	---	---	---	23.497	---	---	---	190.005	---	---	---	5.178	---	---	---	
08/02/2016	14:38:09	2783		6.4282	---	---	---	20	---	---	---	1018.05	54.134	---	---	---	23.5	---	---	---	190.001	---	---	---	5.184	---	---	---	
08/02/2016	14:38:10	2784		6.4266	---	---	---	20	---	---	---	1018.03	54.134	---	---	---	23.503	---	---	---	189.987	---	---	---	5.19	---	---	---	
08/02/2016	14:38:11	2785		6.4257	---	---	---	20	---	---	---	1018.01	54.134	---	---	---	23.505	---	---	---	190.017	---	---	---	5.203	---	---	---	
08/02/2016	14:38:12	2786		6.4224	---	---	---	20	---	---	---	1018.06	54.134	---	---	---	23.511	---	---	---	190.061	---	---	---	5.2	---	---	---	
08/02/2016	14:38:13	2787		6.4228	---	---	---	20	---	---	---	1018.04	54.134	---	---	---	23.51	---	---	---	190.097	---	---	---	5.195	---	---	---	
08/02/2016	14:38:14	2788		6.4221	---	---	---	20	---	---	---	1018.06	54.134	---	---	---	23.511	---	---	---	190.097	---	---	---	5.189	---	---	---	
08/02/2016	14:38:15	2789		6.4239	---	---	---	20	---	---	---	1018.04	54.134	---	---	---	23.508	---	---	---	190.112	---	---	---	5.185	---	---	---	
08/02/2016	14:38:16	2790		6.4212	---	---	---	20	---	---	---	1018.05	54.134	---	---	---	23.513	---	---	---	190.146	---	---	---	5.185	---	---	---	
08/02/2016	14:38:17	2791		6.4165	---	---	---	20	---	---	---	1018.07	54.124	---	---	---	23.522	---	---	---	190.204	---	---	---	5.19	---	---	---	
08/02/2016	14:38:18	2792		6.4127	---	---	---	20	---	---	---	1018.08	54.114	---	---	---	23.529	---	---	---	190.289	---	---	---	5.188	---	---	---	
08/02/2016	14:38:19	2793		6.406	---	---	---	20	---	---	---	1018.05	54.104	---	---	---	23.541	---	---	---	190.395	---	---	---	5.207	---	---	---	
08/02/2016	14:38:20	2794		6.3988	---	---	---	20	---	---	---	1018.01	54.104	---	---	---	23.554	---	---	---	190.48	---	---	---	5.22	---	---	---	
08/02/2016	14:38:21	2795		6.3871	---	---	---	20	---	---	---	1017.99	54.104	---	---	---	23.576	---	---	---	190.583	---	---	---	5.234	---	---	---	
08/02/2016	14:38:22	2796		6.384	---	---	---	20	---	---	---	1018.03	54.104	---	---	---	23.582	---	---	---	190.658	---	---	---	5.229	---	---	---	
08/02/2016	14:38:23	2797		6.3808	---	---	---	20	---	---	---	1018.02	54.104	---	---	---	23.588	---	---	---	190.751	---	---	---	5.219	---	---	---	
08/02/2016	14:38:24	2798		6.3796	---	---	---	20	---	---	---	1018.05	54.104	---	---	---	23.59	---	---	---	190.807	---	---	---	5.229	---	---	---	
08/02/2016	14:38:25	2799		6.3756	---	---	---	20	---	---	---	1018.02	54.104	---	---	---	23.597	---	---	---	190.875	---	---	---	5.231	---	---	---	
08/02/2016	14:38:26	2800		6.3745	---	---	---	20	---	---	---	1018.05	54.104	---	---	---	23.599	---	---	---	190.914	---	---	---	5.249	---	---	---	
08/02/2016	14:38:27	2801		6.3751	---	---	---	20	---	---	---	1018.02	54.104	---	---	---	23.598	---	---	---	190.967	---	---	---	5.243	---	---	---	
08/02/2016	14:38:28	2802		6.3708	---	---	---	20	---	---	---	1018.04	54.104	---	---	---	23.606	---	---	---	190.999	---	---	---	5.24	---	---	---	
08/02/2016	14:38:29	2803		6.3656	---	---	---	20	---	---	---	1018.04	54.104	---	---	---	23.616	---	---	---	191.04	---	---	---	5.215	---	---	---	
08/02/2016	14:38:30	2804		6.3618	---	---	---	20	---	---	---	1018.08	54.104	---	---	---	23.623	---	---	---	191.056	---	---	---	5.205	---	---	---	
08/02/2016	14:38:31	2805		6.3598	---	---	---	20	---	---	---	1018.04	54.104	---	---	---	23.627	---	---	---	191.065	---	---	---	5.197	---	---	---	
08/02/2016	14:38:32	2806		6.3607	---	---	---	20	---	---	---	1018.04	54.104	---	---	---	23.625	---	---	---	191.072	---	---	---	5.201	---	---	---	
08/02/2016	14:38:33	2807		6.3593	---	---	---	20	---	---	---	1018.05	54.104	---	---	---	23.628	---	---	---	191.076	---	---	---	5.181	---	---	---	
08/02/2016	14:38:34	2808		6.3645	---	---	---	20	---	---	---	1018.04	54.104	---	---	---	23.618	---	---	---	191.072	---	---	---	5.186	---	---	---	
08/02/2016	14:38:35	2809		6.3651	---	---	---	20	---	---	---	1018.04	54.104	---	---	---	23.617	---	---	---	191.086	---	---	---	5.188	---	---	---	
08/02/2016	14:38:36	2810		6.3683	---	---	---	20	---	---	---	1018.02	54.104	---	---	---	23.611	---	---	---	191.102	---	---	---	5.194	---	---	---	
08/02/2016	14:38:37	2811		6.3658	---	---	---	20	---	---	---	1018.05	54.104	---	---	---	23.616	---	---	---	191.139	---	---	---	5.192	---	---	---	
08/02/2016	14:38:38	2812		6.3635	---	---	---	20	---	---	---	1018.05	54.104	---	---	---	23.62	---	---	---	191.168	---	---	---	5.218	---	---	---	
08/02/2016	14:38:39	2813		6.3584	---	---	---	20	---	---	---	1018.05	54.104	---	---	---	23.629	---	---	---	191.174	---	---	---	5.222	---	---	---	
08/02/2016	14:38:40	2814		6.3532	---	---	---	20	---	---	---	1018.07	54.104	---	---	---	23.639	---	---	---	191.179	---	---	---	5.212	---	---	---	
08/02/2016	14:38:41	2815		6.3531	---	---	---	20	---	---	---	1018.06	54.104	---	---	---	23.639	---	---	---	191.194	---	---	---	5.182	---	---	---	
08/02/2016	14:38:42	2816		6.3516	---	---	---	20	---	---	---	1018.06	54.104	---	---	---	23.642	---	---	---	191.244	---	---	---	5.191	---	---	---	
08/02/2016	14:38:43	2817		6.3527	---	---	---	20	---	---	---	1018	54.104	---	---	---	23.64	---	---	---	191.295	---	---	---	5.191	---	---	---	
08/02/2016	14:38:44	2818		6.3488	---	---	---	20	---	---	---	1018.01	54.104	---	---	---	23.647	---	---	---	191.329	---	---	---	5.209	---	---	---	
08/02/2016	14:38:45	2819		6.3497	---	---	---	20	---	---	---	1017.98	54.104	---	---	---	23.646	---	---	---	191.356	---	---	---	5.207	---	---	---	
08/02/2016	14:38:46	2820		6.3483	---	---	---	20	---	---	---	1018.04	54.104	---	---	---	23.648	---	---	---	191.394	---	---	---	5.225	---	---	---	
08/02/2016	14:38:47	2821		6.347	---	---	---	20	---	---	---	1018.04	54.104	---	---	---	23.651	---	---	---	191.419	---	---	---	5.22	---	---	---	
08/02/2016	14:38:48	2822		6.348	---	---	---	20	---	---	---	1018.09	54.104	---	---	---	23.649	---	---	---	191.449	---	---	---	5.22	---	---	---	
08/02/2016	14:38:49	2823		6.346	---	---	---	20	---	---	---	1018.08	54.104	---	---	---	23.653	---	---	---	191.46	---	---	---	5.212	---	---	---	
08/02/2016	14:38:50	2824		6.3456	---	---	---	20	---	---	---	1018.05	54.104	---	---	---	23.653	---	---	---	191.484	---	---	---	5.217	---	---	---	
08/02/2016	14:38:51	2825		6.3386	---	---	---	20	---	---	---	1018.03	54.104	---	---	---	23.666	---	---	---	191.516	---	---	---	5.222	---	---	---	
08/02/2016	14:38:52	2826		6.3365	---	---	---	20	---	---	---	1018.04	54.104	---	---	---	23.67	---	---	---	191.56	---	---	---	5.216	---	---	---	
08/02/2016	14:38:53	2827		6.3335	---	---	---	20	---	---	---	1018.06	54.104	---	---	---	23.676	---	---	---	191.602	---	---	---	5.224	---	---	---	
08/02/2016	14:38:54	2828		6.3344	---	---	---	20	---	---	---	1018.04	54.104	---	---	---	23.674	---	---	---	191.617	---	---	---	5.215	---	---	---	
08/02/2016	14:38:55	2829		6.3353	---	---	---	20	---	---	---	1018.02	54.104	---	---	---	23.673	---	---	---	191.635	---	---	---	5.223	---	---	---	
08/02/2016	14:38:56	2830		6.3349	---	---	---	20	---	---	---	1018.03	54.104	---	---	---	23.673	---	---	---	191.64	---	---	---	5.209	---	---	---	
08/02/2016	14:38:57	2831		6.3341	---	---	---	20	---	---	---	1018.05	54.104	---	---	---	23.675	---	---	---	191.667	---	---	---	5.209	---	---	---	
08/02/2016	14:38:58	2832		6.329	---	---	---	20	---	---	---	1018.06	54.104	---	---	---	23.684	---	---	---	191.676	---	---	---	5.218	---	---	---	
08/02/2016	14:38:59	2833		6.3289	---	---	---	20	---	---	---	1018.05	54.104	---	---	---	23.685	---	---	---	191.713	---	---	---	5.218	---	---	---	
08/02/2016	14:39:00	2834		6.323	---	---	---	20	---	---	---	1018.04	54.104	---	---	---	23.696	---	---	---	191.73	---	---	---	5.214	---	---	---	
08/02/2016	14:39:01	2835		6.321	---	---	---	20	---	---	---	1018.02	54.104	---	---	---	23.699	---	---	---	191.764	---	---	---	5.201	---	---	---	
08/02/2016	14:39:02	2836		6.3168	---	---	---	20	---	---	---	1018.02	54.104	---	---	---	23.707	---	---	---	191.816	---	---	---	5.202	---	---	---	
08/02/2016	14:39:03	2837		6.3125	---	---	---	20	---	---	---	1018.02	54.104	---	---	---	23.715	---	---	---	191.885	---	---	---	5.221	---	---	---	
08/02/2016	14:39:04	2838		6.3101	---	---	---	20	---	---	---	1018.06	54.104	---	---	---	23.72	---	---	---	191.942	---	---	---	5.218	---	---	---	
08/02/2016	14:39:05	2839		6.3072	---	---	---	20	---	---	---	1018.06	54.104	---	---	---	23.725	---	---	---	191.973	---	---	---	5.218	---	---	---	
08/02/2016	14:39:06	2840		6.3108	---	---	---	20	---	---	---	1018.08	54.104	---	---	---	23.719	---	---	---	192.011	---	---	---	5.223	---	---	---	
08/02/2016	14:39:07	2841		6.308	---	---	---	20	---	---	---	1018.08	54.104	---	---	---	23.724	---	---	---	192.052	---	---	---	5.221	---	---	---	
08/02/2016	14:39:08	2842		6.3049	---	---	---	20	---	---	---	1018.09	54.104	---	---	---	23.73	---	---	---	192.092	---	---	---	5.219	---	---	---	
08/02/2016	14:39:09	2843		6.3007	---	---	---	20	---	---	---	1018.09	54.104	---	---	---	23.738	---	---	---	192.128	---	---	---	5.205	---	---	---	
08/02/2016	14:39:10	2844		6.2998	---	---	---	20	---	---	---	1018.06	54.104	---	---	---	23.739	---	---	---	192.162	---	---	---	5.218	---	---	---	
08/02/2016	14:39:11	2845		6.2975	---	---	---	20	---	---	---	1018.07	54.104	---	---	---	23.744	---	---	---	192.175	---	---	---	5.233	---	---	---	
08/02/2016	14:39:12	2846		6.2931	---	---	---	20	---	---	---	1018.12	54.104	---	---	---	23.752	---	---	---	192.171	---	---	---	5.236	---	---	---	
08/02/2016	14:39:13	2847		6.2897	---	---	---	20	---	---	---	1018.12	54.104	---	---	---	23.758	---	---	---	192.178	---	---	---	5.259	---	---	---	
08/02/2016	14:39:14	2848		6.2899	---	---	---	20	---	---	---	1018.08	54.104	---	---	---	23.758	---	---	---	192.231	---	---	---	5.244	---	---	---	
08/02/2016	14:39:15	2849		6.2887	---	---	---	20	---	---	---	1018.02	54.104	---	---	---	23.76	---	---	---	192.277	---	---	---	5.27	---	---	---	
08/02/2016	14:39:16	2850		6.2894	---	---	---	20	---	---	---	1018.04	54.104	---	---	---	23.759	---	---	---	192.321	---	---	---	5.26	---	---	---	
08/02/2016	14:39:17	2851		6.2843	---	---	---	20	---	---	---	1018.03	54.104	---	---	---	23.769	---	---	---	192.34	---	---	---	5.267	---	---	---	
08/02/2016	14:39:18	2852		6.2834	---	---	---	20	---	---	---	1018.05	54.104	---	---	---	23.77	---	---	---	192.37	---	---	---	5.249	---	---	---	
08/02/2016	14:39:19	2853		6.2829	---	---	---	20	---	---	---	1018.01	54.104	---	---	---	23.771	---	---	---	192.412	---	---	---	5.247	---	---	---	
08/02/2016	14:39:20	2854		6.2804	---	---	---	20	---	---	---	1018.05	54.104	---	---	---	23.776	---	---	---	192.466	---	---	---	5.244	---	---	---	
08/02/2016	14:39:21	2855		6.2769	---	---	---	20	---	---	---	1018.02	54.104	---	---	---	23.783	---	---	---	192.509	---	---	---	5.241	---	---	---	
08/02/2016	14:39:22	2856		6.2765	---	---	---	20	---	---	---	1018.03	54.104	---	---	---	23.783	---	---	---	192.535	---	---	---	5.236	---	---	---	
08/02/2016	14:39:23	2857		6.278	---	---	---	20	---	---	---	1018.04	54.104	---	---	---	23.781	---	---	---	192.551	---	---	---	5.249	---	---	---	
08/02/2016	14:39:24	2858		6.2758	---	---	---	20	---	---	---	1018.04	54.104	---	---	---	23.785	---	---	---	192.573	---	---	---	5.254	---	---	---	
08/02/2016	14:39:25	2859		6.2716	---	---	---	20	---	---	---	1018.06	54.104	---	---	---	23.793	---	---	---	192.593	---	---	---	5.242	---	---	---	
08/02/2016	14:39:26	2860		6.2679	---	---	---	20	---	---	---	1018.02	54.104	---	---	---	23.8	---	---	---	192.61	---	---	---	5.239	---	---	---	
