Wreck ID;Strauss ID;Name;Parker Number;Sea area;Country;Region;Latitude;Longitude;Min depth;Max depth;Depth;Period;Dating;Earliest date;Latest date;Date range;Mid point of date range;Probability;Place of origin;Place of destination;Reference;Comments;Amphorae;Marble;Columns etc;Sarcophagi;Blocks;Marble type;Other cargo;Hull remains;Shipboard paraphernalia;Ship equipment;Estimated tonnage;Amphora type
8658;0;Antidragonera;;;Greece;Kythera;36,23426;23,11969;9;9;9m;Classical Greek;second half C 4th BC;-350;-300;0;0;0;;;http://www.culture.gr/2/21/215/21502/e21503.html       Master Seafarers: the Phoenicians and the Greeks (Periplus, 2004), 128-129.;The shipwreck has been excavated since 1993 under the direction of Dr. Dimitris Kourkoumelis. Finds to date include 9 large stone anchors, a few amphorae and at least two storage pithoi, probably belonging to the crew. The bulk of the cargo was probably perishable.;FALSK;FALSK;FALSK;FALSK;FALSK;;;A few bronze nails.;2 storage pithoi, plates, lamps, lekanides, pitchers, mortars, bowls etc.;9 large pyramid shaped stone anchors, similar to those found in Zea port in Piraeus and the 4th-c. BC wrecks of La Madonnina in the Bay of Taranto, and Ognina 4 in Sicily. The first group lay at the head of the bay on the north side of the islet, at a fairly shallow depth of 9 meters, and included four anchors, the smaller of the two groups. These anchors were probably used by crews to secure the ships?? anchorage at the head of the bay. The second group included another five anchors, larger in size than the first group, 150 meters from the first group, towards the northeast headland of the islet. Four of these five anchors were recovered by the excavation team.;0;
8659;0;Tanit;;Eastern Mediterranean;Israel;Gaza;0;0;260;400;260-400m;Phoenician;C 8th BC;-800;-700;0;0;0;Phoenicia;Egypt?;"National Geographic, Jan 2001; American Journal of Archaeology, April 2002; Master Seafarers: the Phoenicians and the Greeks (Periplus, 2004),34-40.";Phoenician amphora wreck found in deep water by a US Navy nuclear research submarine in 1997 and researched by R. Ballard in 1999, 20 miles off Ashkelon harbour and about 2km away from the similarly dated Elissa wreck. The area of the cargo measuerd 4.5 x 11.5m, suggesting an overall ship size of 14 x5.5m.;SAND;FALSK;FALSK;FALSK;FALSK;;Timber, most probably cedars from Lebanon, bundles of wool and potter's clay.;;"Cooking pots with close parallels to those found in coastal Lebanon; an Egyptian handmade bowl, a Syrian mortarium, a small one quarterwine amphora; a wine decanter with mushroom-shaped rim for libations, a typical Phoenician design, and a small portable incense stand.";;0;
8660;0;Elissa;;Eastern Mediterranean;Israel;Gaza;0;0;260;400;260-400;Phoenician;C 8th BC;-800;-700;0;0;0;Phoenicia;Egypt?;"National Geographic, Jan 2001 & American Journal of Archaeology, April 2002;Master Seafarers: the Phoenicians and the Greeks (Periplus, 2004),34-40.";Phoenician amphora wreck found in deep water by a US Navy nuclear research submarine in 1997 and researched by R. Ballard in 1999, 20 miles off Ashkelon harbour and about 2km away from the similarly dated Tanit wreck. The area of the cargo measuerd 5 x 12m, suggesting an overall ship size of 14.5 x 6m.;SAND;FALSK;FALSK;FALSK;FALSK;;Timber, most probably cedars from Lebanon, bundles of wool and potter's clay.;;"Cooking pots with close parallels to those found in coastal Lebanon; an Egyptian handmade bowl, a Syrian mortarium, a small one quarterwine amphora; a wine decanter with mushroom-shaped rim for libations, a typical Phoenician design, and a small portable incense stand.";;0;
8662;0;Soldaya;;Black Sea;;;0;0;12;12;;Medieval;13th c. AD;1200;1300;0;0;0;;;http://www.abc.se/~pa/uwa/wreckblk.htm;"""13th century shipwreck at Soldaya, on 12 m depth, investigated since 1999 by University of Kiev"". No further information?";FALSK;FALSK;FALSK;FALSK;FALSK;;;;;;0;
8663;0;Tekta? Burnu;;Aegean;Turkey;Between Chios and Samos;0;0;38;43;43m;Classical Greek;mid-late C5th BC;-440;-425;0;0;0;;;"T. Nowak, IJNA 30 (2001), 86-94; K. Trethewet, IJNA 30 (2001), 109-114; Master Seafarers: The Phoenicians and the Greeks (Periplus, 2004), 118-121

 
 Bibliography

Bass, G.F.  “Golden Age Treasures,” National Geographic (March 2002): 102-117. 

_____. 2002b. “The Excavation of A Fifth-Century B.C. Shipwreck: 1999 Campaign.” In Tropis VII: 7 th International Symposium on Ship Construction in Antiquity, edited by H. Tzalas, 93-102. Athens: Hellenic Institute for the Preservation of Nautical Tradition.

Carlson, D.N. 2003. The Classical Greek Shipwreck at Tekta? Burnu, Turkey.” American Journal of Archaeology 107:581-600. 
 http://ina.tamu.edu/tektasburnu/";A small Greek ship, possibly 10-12m long, dated to 450-425 BC, carrying a cargo of wine and pine tar. Located on a shelf at a depth of 38-43 m in 1996, it was investigated in 1999-2001 by INA. The wreck also yielded the first and earliest discovered opthalmoi (decorated marble eyes).;SAND;FALSK;FALSK;FALSK;FALSK;;Pottery appears to have been made in Ionia or on Chios, including a modest assortment of 2 handled drinking cups, one-handled bowls, table amphorae, oil lamps, a jug, a water pitcher and an askos. Fineware is limited to a stamped blak-glazed Attic kantharos and 2 small perfume vessels (a black-glazed askos and a creamy white stone alabastron.;"Very little remained of the hull except for copper and lead nails; 2 opthalmoi (marble eyes)  were found, measuring 14cm, pierced by a lead spike and still showing the painted decoration, the first ever found on a shipwreck.";;14 lead bars scattered around the wreck represent the remains of 5  anchors - the lead bars once formed the core of the wooden anchor stocks, in this case made of elm.;0;
8664;0;Tantura A/Dor J;;Eastern Mediterranean;Israel;Dor;0;0;1;3;3;Byzantine;C 5th-6th AD;415;530;0;0;0;;;http://ina.tamu.edu/tanturaa.htm              INA Quarterly 22.2, 24.1 and 24.4         E. Galili and B. Rosen, IJNA (2008), 67-76;Probably 12m in length, and 4m wide, the Tantura A seems to have been snapped like a matchstick, indicating that the hull had broken on the rocks while entering the cove during a storm. The ship was excavated in Trench IV and VI of Tantura Lagoon on a NW to SE axis, with plenty of other material from a variety of  wrecks, dating from the C6th BC to the C6th AD,  in and around it, including stone anchor stocks. Repairs were made to the hull around the mid-ship area.;SAND;SAND;SAND;FALSK;FALSK;A fragment of pavement from Trench IV and 2 slabs and 4 small fragments from Trench VI.;Plenty of organic material.;"About 25% of the bottom of this small coaster remains showing its construction without the aid of un-pegged mortise and tenon joinery, although there were nail and bolt attachments - this makes it the oldest recorded hull built with this technique. The keel is preserved for a length of 5.2m. There is evidence of charring on some planks above and beneath the frame stations near the post, indicating that the burn marks are not the result of a haphazard blaze, but rather that the planks were charred prior to their attachment to the frames.  The charring was localized to the extremities of the strakes.  These considerations led  J.R. Steffy to conclude that the burn marks are the result of ""char-bending,"" a process in which water-soaked planks are bent to shape as they are heated over a fire.   Tantura A is the earliest recorded evidence for this process in planked-hull ship construction.";An amphora lid.;Ropes were preserved in several locations beneath the hull.;0;
8665;0;Tantura B/Dor N;;Eastern Mediterranean;Israel;Dor;0;0;1;3;3m;Arab;early C9th AD;800;850;0;0;0;Egypt/ Cyprus?;;"http://ina.tamu.edu/tanturab.htm             INA Quarterly 24.4;   H. Khalilieh, IJNA 34 (2005), 314-322       M. Polzer, IJNA 37, (2008), 225-252";INA excavation. 19-30m in length, the only shipwreck discovered so far that dates to the C 9th. Due to its shape and angles, Steffy has suggested that it may be an oared galley.;FALSK;FALSK;FALSK;FALSK;FALSK;;Numerous remains of basketry, some of it amazingly delicate. Ceramics. Egyptian??;A considerable portion survives which suggests a long and narrow vessel strangely lacking in longitudinal strengthening. There is much evidence of caulking.;An exceptionallly large Abbasid-period lamp, another smaller lamp and 5 complete and one broken bivalve shells which may have been used as spoons (?, cf Yassi Ada wreck). Several spoon-like wooden items with pierced holes. A bone or ivory inlay, a wo;At least 90 ballast stones of 4 main types: basalt, gabbro, chalk and limestone which point to a provenance of either north west Syria or Cyprus. Ropes of various sizes and 4 wooden toggles, 2 of which were beautifully lathe-crafted, polished smooth and decorated. Three  wooden roundels, one inscribed in Kufic, an early Arabic;0;
8666;0;Tantura C;;Eastern Mediterranean;Israel;;0;0;0;0;;Late Roman;C4th-5th AD;325;500;0;0;0;;;INA Quarterly 24.4 http://ina.tamu.edu/TL-Roman.htm;"This 'Roman' wreck lies directly underneath Tantura B. This  hull appears to be a small portion of an enormous sea-going vessel. Said to be ""Roman"", but oil lamp clearly has a chi-rho.";SAND;FALSK;FALSK;FALSK;FALSK;;Coarsewares, including perfectly preserved jugs.;Keel with mortise and tenon joints;Oil lamps, one with a Tau-Rho cross monogram;Chain and hook (of a steeleyard?).;0;
8667;0;Les Sorres X;;Western Mediterranean;Spain;Catalonia;0;0;1;2;2m;Medieval;late 14th c. AD;1350;1400;0;0;0;;;"X. Raurich, M. Pujol et al, ""Les Sorres X. Un vaixell medieval al canal olímpic de rem (Castelldefels, Baix Llobregat), Barcelona, (1992)
http://www.abc.se/~pa/mar/sorres10.htm";This is a small merchant ship (about 9.5-10 m long), dated to 1350-1400 AD that was carrying a cargo of amphorae filled with fish. The ship may have been emptied before being abandoned as there are not many artefacts on board.;SAND;FALSK;FALSK;FALSK;FALSK;;A few fragments of bowls.;Well preserved. The boat carried a single mast-step for a lateen sail.Unusually there are two types of rudder: axial rudder (side rudder a.k.a. quarter rudder) and lateral rudder (stern rudder).;;;5;
8668;0;Capraia Etruscan 2004;;;Italy;Capraia Island, Liguria;43,07225;9,82366;25;35;35m;Etruscan;C6th-4th BC?;-600;-300;0;0;0;Spain;Rome;http://www.archeosub.it/news2004/news0411.htm#capraia;One of two ancient wrecks discovered in 2004 300m off the island of Capraia.  No details given about the cargo except that there were 'various relics'.;SAND;FALSK;FALSK;FALSK;FALSK;;;;;;0;
8669;0;Capraia Roman 2004;;;Italy;Capraia Island, Liguria;43,07225;9,82366;25;35;35m;Roman;C3rd BC - 3rd AD?;-300;400;0;0;0;;;http://www.archeosub.it/news2004/news0411.htm#capraia;One of two ancient wrecks discovered in 2004 300m off the island of Capraia. No details given about the cargo except that there were 'various relics'.;SAND;FALSK;FALSK;FALSK;FALSK;;;;;;0;
8670;0;Le Grand Ribaud F (A??);;Western Mediterranean;France;Var;43,01869;6,14513;60;75;75m;Etruscan;late C6th -early C5th BC;-525;-475;0;0;0;Etruria;Montpellier?;"Les Etrusques : un voyage interrompu, by Bernard George; L. Long, P. Pomey and J-C Sourisseau, Les Etrusques en Mer (2000); L. Long et al, Bilan Scientifique 2000, 68-71; Bilan Scientifique 2001, 74-44; Bilan Scientifique 2002, 68-70; L. Long, Cahiers d'Archeologie 14 (2002), 5-40; L. Long and M. Rival, Cahiers d'Archeologie Subaquatique 16 (2007), 98-114.         http://www.abc.se/~pa/uwa/wreckmed.htm";Etruscan wreck found by DRASSM and Comex in 2000 near Giens, France. Investigated by Luc Long in 2000 and 2001, using divers, mini sub and ROV. Several amphoras and bronze drinking bowls, and black-figure ceramics, were recovered. The ship is ca 30 m long, 7 m wide, loaded with 700-800 amphoras. The amphoras are made of clay from the Pyrgi area in Etruria.  The largest Etruscan wreck found so far.;SAND;FALSK;FALSK;FALSK;FALSK;;Etruscan and Greek black-figure ceramics and bronze drinking bowls.;The lower hull is perfectly preserved under sand and sediment, including the rudder (cf Pointe Lequin 1A). False-tenon construction, with framing timbers (fastened by iron nails) which retained the forms of the frames found in stitched ships such as the Bon-Porte and Jules-Verne wrecks - points to local Greek construction.;"The bottom of a cup inscribed with a graffito which may be Greek. Etruscan amphorae type Py 5, Greek amphorae; mortars; an iron knife; .";;40;
8671;0;Melkarth;;Western Mediterranean;;west of Cyprus;0;0;1000;1000;Deep  1000m;Punic;C 3rd-5th BC;-500;-200;0;0;0;;;http://shipwreck.net/melkarth.html                  Master Seafarers: the Phoenicians and the Greeks (Periplus, 2004), 56-57.;Punic or Phoenician ship, discovered by Odyssey Marine Exploration in 1998. The site covers an area of at least 50 x 30 feet.;SAND;FALSK;FALSK;FALSK;FALSK;;;;;;0;
8672;0;Marseille 3 (Jules Verne 9);;Western Mediterranean;France;Bouches-du-Rhône;0;0;0;0;;Classical;end of C 6th BC;-525;-500;0;0;0;;;"P. Pomey, Les épaves greques et romaines de la place Jules-Verne à Marseille. CRAI, 1995, 459-484; P. Pomey,Les epaves grecques du VI ieme siecle av. JC de la Place Jules-Verne a Marseille, Archaeonautica 14, (1998), 147-154.";"Fishing vessel of 6th c. BC, found in 1993, a typical example of an ancient sewn boat and of the lashing technique used in archaic times.
Lat 43 N 18, Long 5 E 24.";FALSK;FALSK;FALSK;FALSK;FALSK;;;Over 5m x 1.4m of remains are intact, showing  an assembly entirely done with lashing.;;;0;
8673;0;Marseille 4 (Jules Verne 7);;Western Mediterranean;France;Bouches-du-Rhône;0;0;0;0;;Classical;end C6th BC;-525;-500;0;0;0;;;"P. Pomey, Les épaves greques et romaines de la place Jules-Verne à Marseille. CRAI, 1995, 459-484; P. Pomey,Les epaves grecques du VI ieme siecle av. JC de la Place Jules-Verne a Marseille, Archaeonautica 14, (1998), 147-154.";"Greek sailing  vessel of 6th c. BC, found in 1993, an exceptional example of the transitional period betwwen lashing and portise and tenon joints
Lat 43 N 18, Long 5 E 24.";FALSK;FALSK;FALSK;FALSK;FALSK;;;14m x 4.7m has been preserved, the hull is broken in many places but still has complete forms (whole keel, wall up to the 3rd wale). Its most remarkeable characteristic is its double assembly system consisting of mortise and tenon joints for most of the hull and lashing for certain other parts. The frames are directly nailed to the hull.;;;0;
8674;0;Marseille 5 (Jules Verne 3);;Western Mediterranean;France;Bouches-du-Rhône;0;0;0;0;;Roman;C1st- 2nd AD;1;200;0;0;0;;;P. Pomey, Les épaves greques et romaines de la place Jules-Verne à Marseille. CRAI, 1995, 459-484.;"Roman coastal working boat.
Lat 43 N 18, Long 5 E 24.";FALSK;FALSK;FALSK;FALSK;FALSK;;;;;;0;
8675;0;Marseille 6 (Jules Verne 4);;Western Mediterranean;France;Bouches-du-Rhône;0;0;0;0;;Roman Imperial;C1st-2nd AD;1;200;0;0;0;;;P. Pomey, Les épaves greques et romaines de la place Jules-Verne à Marseille. CRAI, 1995, 459-484.;"Roman coastal working boat.
Lat 43 N 18, Long 5 E 24.";FALSK;FALSK;FALSK;FALSK;FALSK;;;;;;0;
8676;0;Marseille 7 (Jules Verne 8);;Western Mediterranean;France;Bouches-du-Rhône;0;0;0;0;;Roman Imperial;C3rd  AD;200;300;0;0;0;;;P. Pomey, Les épaves greques et romaines de la place Jules-Verne à Marseille. CRAI, 1995, 459-484.;"Roman coastal working boat or fishing vessel.
Lat 43 N 18, Long 5 E 24.";FALSK;FALSK;FALSK;FALSK;FALSK;;;;;;0;
8678;0;Herculaneum II;;Tyrrhenian Sea;Italy;Bay of Naples;0;0;0;0;;Roman;;79;79;0;0;0;;;F. Ruffi, Il nuovi scavi. Il nucleo edilizio all'angolo nord-occidentale della città. In: Cronache Ercolanesi 28, 1998, 39-42.;"Sailed.
Lat 40 N 45, Long 14 E 30";FALSK;FALSK;FALSK;FALSK;FALSK;;;;;;0;
8679;0;Pointe Lequin 1A;846;Western Mediterranean;France;Var;43,01461;6,21577;4;6;6m;Greek;late C6th BC;-520;-510;0;0;0;Aegean;Marseillles;"P. Pomey et al 1987-88, 32-35; L. Long et al., Bilan Scientifique 1990, Bilan Scientifique 1992, 50 Bilan Scientifique 1993, 45-46; L. Long and M. Rival, Cahiers d'Archeologie Subaquatique 16 (2007), 98-114.";The wreck of a ship carrying a cargo of wine and fine tableware from the Aegean.;SAND;FALSK;FALSK;FALSK;FALSK;;"Small bronze statue of a helmeted soldier; a large amount of Attic coarse ware and B2 cups (about 2,500 pieces) - decorated with scenes of  battle, mythology and daily life; oil lamps";Part of the hull and keel? with mortise and tenons, 7.5 cm pieces of strakes. Two pieces of wood which are thought to be part of the rudder, cf Grand Ribaud F wreck .;;;6;
8680;0;L'Isolella;;Western Mediterranean;France;Corsica;41,83444;8,75083;26;32;32m;Roman Imperial;late C2nd -3rd AD;175;300;0;0;0;Baetica?;;H. Alfonsi and P. Gandolfo, Cahiers d'Archeologie Subaquatique 10 (1991), 199-207;A cargo of tiles;FALSK;FALSK;FALSK;FALSK;FALSK;;Tegulae (57 complete and 388 fragments) and imbricae (56 complete and 80 fragments).;;A Dr 20 amphora, a carpenter's pick-axe and a small axe;;0;
8681;0;Cap Benat B/ Cap Benat 2;173;Western Mediterranean;France;Var;43,09166;6,38055;47;47;47m;Roman Repbulic;beginning C1st BC;-100;-75;0;0;0;;;"J-P Joncheray, Bilan Scientifique 1992, 51; Bilan Scientifique 1993, 48-49;  Cahiers d'Archeologie Subaquatique 13 (1997), 97-119 .";There are a few anomolies regarding this small ship that held 3 or 4 dolia eg. why did one of the dolia contain bones?;SAND;FALSK;FALSK;FALSK;FALSK;;;A classic construction, only 4m survives, including sections of the keel and frames. Probably only 8m long;Coarseware, Campanian A and C ware.;Ballast stones made up of different rocks, and Massiliot, Dr 1A and Dr 1C amphora fragments.;0;
8683;0;La Jaume-Garde B;531;Western Mediterranean;France;Var;42,96607;6,16762;0;0;;Roman Republic;C2nd BC;-200;-140;0;0;0;;;P. Pomey, Bilan scientifique du Département des recherches archéologiques sous-marines (1993), 44;;FALSK;FALSK;FALSK;FALSK;FALSK;;;The construction was mixed with a combination of ligatures and more traditional mortise and tenon (cf Tour Fondue 1, Barthelemy B, Plane 1, Cap Bear 3, Roche Fouras, Baie de l'Amitie, Cap del Vol, Cavaliere and Port la Nautique).;;;0;
8684;0;Saintes-Maries-de-la-mer 27;;Western Mediterranean;France;Bouches-du-Rhône;43,44082;4,45289;10;10;10;Roman Imperial;mid C1st BC -C1st AD;-50;100;0;0;0;;;Bilan Scientifique 2005, 51;The eleventh shipwreck or iron ingots discovered in the Camargues area.;FALSK;FALSK;FALSK;FALSK;FALSK;;Iron ingots and bars.;;A basket/ container of small iron nails.;;0;
8686;0;Elba;;;Italy;Elba, Tuscany;42,68381;10,27839;200;200;200m;Roman Imperial;mid C1st AD;25;75;0;0;0;Baetica;Rome;http://www.archaeogate.org/subacquea/article/112/1/relitto-profondo-dallelba-di-mario-galasso.html;A large cargo ship of Spanish amphorae seen as a 45m long mound, accidentally discovered during a dive with a mini-sub.;SAND;FALSK;FALSK;FALSK;FALSK;;;;;;0;
8687;0;Perelli;;;Italy;Tuscany;42,94221;10,64781;21;21;21m;Roman Imperial;early C1st AD;1;25;0;0;0;;;http://www.archeosub.it/news2003/news0307.htm#perelli;An early Imperial wreck of amphorae and other ceramics.;SAND;FALSK;FALSK;FALSK;FALSK;;Ceramics?;;;;0;
8688;0;Isole di Ponza;;;Italy;Naples;0;0;100;100;100m;Roman Imperial;;1;300;0;0;0;;;http://www.archeosub.it/news2001/news0107.htm;An intact deposit of amphorae although no signs of hull remains.;SAND;FALSK;FALSK;FALSK;FALSK;;;;;;0;
8689;0;Bocca Grande;;;Italy;Capri, Campania;40,53607;14,18644;0;0;;Late Rep/early Imp;C1st BC- AD;-100;100;0;0;0;;;http://www.archeomar.it/templates/archeomar/atlante/player_atlante_en.html                 archeomar site 80, area 25;The deposit measures approximately 15-16m in length and 8m in width and rises from the seabed about 3-4m.;SAND;FALSK;FALSK;FALSK;FALSK;;;;;;0;
8690;0;Bocca Piccola 1;;;Italy;Capri, Campania;40,56359;14,27999;0;0;;Roman Imperial;;1;150;0;0;0;;;http://www.archeomar.it/templates/archeomar/atlante/player_atlante_en.html  site 178, area 25;Fragments of amphorae possibly belonging to a wreck.;SAND;FALSK;FALSK;FALSK;FALSK;;;;;;0;
8691;0;Punta dell'Arcera;;;Italy;Capri;40,561;14,19871;0;0;;Late Antique;C4th-middle 5th AD;300;450;0;0;0;;;http://www.archeomar.it/templates/archeomar/atlante/player_atlante_en.html                site 180, area 25              http://www.archeomar.it/index.php?option=com_content&task=view&id=21&Itemid=35#relitti;A large accumulation of amphorae seemingly still in their original vertical position, with an inclination of between 30-40 degreeswith respect to the seabed. A few amphorae lie randomly on top.;SAND;FALSK;FALSK;FALSK;FALSK;;;;;;0;
8692;0;Pigne (Salerno);;;Italy;Capri;0;0;0;0;;Medieval;;1000;1500;0;0;0;;;http://www.archeomar.it/index.php?option=com_content&task=view&id=21&Itemid=35#relitti;The site covers an area of 30m x 9m.;SAND;SAND;FALSK;FALSK;FALSK;Over a hundred marble closed pine cones.;Glazed ceramic vessels;Pieces of wood.;;Fragment of an anchor and other various objects such as metal bars and cylindrical metal objects.;0;
8693;0;Ischia;;;Italy;Campania;40,72571;13,96164;0;0;;Roman;C3rd BC-3rd AD??;-300;300;0;0;0;;;http://www.archeosub.it/news2002/news0203.htm#ischia;Artefacts were found suggesting a Roman ship that also seems to be a bireme.;FALSK;FALSK;FALSK;FALSK;FALSK;;;;;;0;
8694;0;Gallipoli 1;;;Italy;Puglia;39,97683;17,94204;0;0;;Roman Imperial;;1;400;0;0;0;;;http://www.archeomar.it/templates/archeomar/atlante/player_atlante_en.html              site 143, area 9;;SAND;FALSK;FALSK;FALSK;FALSK;;;;;"Two groups of at least 5 large iron anchors; 2  are still upright, of which one has its stock still attached. Further away but on the same longitudinal line, are 2  other large completely conserved anchors, one with its shank.";0;
