,,,Raw Abundance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.51_1163.3558m/z,1163.355776,8.514166667,306.4564959,411.3454578,0,2.468933105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3081.256098,8572.125341,18753.26758,33543.92163,58390.17758,26417.39282,680.0888542,33.64296723,0
9.14_823.5698m/z,823.5698341,9.139866667,3615.172551,317.8396394,615.5367703,373.1911118,346.8651597,268.8648786,328.3913078,427.3767733,171.112218,54.48136845,40.83231293,56.8413415,40.35977197,31.90390009,41.21304036,55.84772766,31.96800027,47.34478748,32.46792438,31.08728018,46.73185646,861.4592874,507.3201736,379.9854368,1212.284616,1811.259827,354.9918547,200.589056,309.8507662,353.2066178
9.20_649.4449m/z,649.4448915,9.204133333,2393.942406,2483.399918,2865.559292,345.0997301,440.885807,420.3203141,437.6115938,486.4600496,459.3847547,442.1131276,434.8958155,459.2379804,368.4817301,406.7300794,385.1633797,422.8919375,505.8736485,477.8339113,360.4955854,413.4693386,487.2332672,3812.548245,1005.046664,665.8497343,1245.329568,737.1657954,1278.578518,537.3053629,545.8109314,487.6976252
0.65_84.9592m/z,84.95920481,0.646366667,538.3323999,386.6248056,501.5940346,448.3093726,465.1868497,510.5874413,454.1637508,442.3196246,465.0614287,467.901867,518.8904355,505.1086631,521.4387239,502.0167858,465.8144233,482.7546023,470.4850515,465.3518698,523.1313149,464.8468039,505.5814661,396.0402939,410.2730999,385.3919587,388.6798849,397.0890382,410.8985484,395.531854,389.2974463,435.9336828
9.94_883.7005m/z,883.7004686,9.943466667,7617.439952,9370.990582,7787.2632,4737.072761,3524.173797,2354.892661,1743.482854,1800.584702,1619.609059,1164.266971,1272.44845,1215.087182,1556.3427,1761.328818,1681.762477,2412.303062,2826.270623,3042.798322,3764.198626,4782.574331,6169.043537,9089.312383,12411.85418,7844.839683,8466.763184,46594.53528,39576.8485,26735.27306,18472.07808,11107.08618
9.10_349.1838m/z,349.1838141,9.104166667,4402.86116,4319.985649,3470.171747,1592.641817,1633.844712,1498.653146,1447.695048,1443.801622,1370.520348,1314.158585,1274.834715,1291.5493,1261.955012,1169.379533,1169.774103,1168.872645,1184.647033,1148.208944,1110.745204,1117.959619,1121.884767,2849.586553,1337.968548,1497.667674,761.9848126,1220.969798,1731.186976,1878.789067,1897.602544,1764.103971
1.21_344.1256m/z,344.1256023,1.20815,2.805389404,0,17.5909425,26.21794326,31.43923848,20.49085813,23.68660894,15.40867054,35.05687392,14.66978449,18.8414917,12.50040565,21.07001516,23.33743254,24.99933744,16.59472795,10.43022293,20.23302867,19.22502516,22.89417299,19.03252536,74.35019891,63.16139451,58.8590041,74.83485272,71.83979934,64.31971253,61.78997245,68.20154038,58.94359532
0.65_81.5211m/z,81.52108334,0.646366667,5186.165045,2402.690261,3570.58395,5432.74131,5687.097198,5663.474885,5605.641527,5770.278358,5678.249653,5810.592583,5890.68172,5907.702629,5751.098377,5560.629048,5589.497758,5544.452423,5589.465131,5572.968852,5608.946213,5502.099183,5640.316996,5073.268974,5089.887722,5147.110106,5204.686672,5364.023485,5472.281713,5612.32565,5644.529739,5759.775416
9.57_801.5817m/z,801.5816887,9.573366667,1220.815542,25555.99,124040.5955,411.056707,382.5700128,367.1988442,378.3215109,375.0389064,375.5041574,339.6701676,331.0100504,358.1512767,350.3574308,356.8174257,384.1238782,365.5178947,529.6992022,488.9834561,360.0360798,385.5793115,406.38352,563.0297638,597.6408488,522.9388602,500.2478055,477.9739927,401.8747851,399.1077774,370.5038469,366.630334
2.66_393.2104m/z,393.2104293,2.65975,125.0605776,0,0,142.2998356,157.6391889,175.3149918,150.0717026,163.3452378,158.8329623,150.7141007,154.4527811,183.1226973,186.129,178.4755017,179.7155541,176.9914211,153.1504461,174.24251,177.2379426,163.4635866,176.6553731,268.4845424,261.2463876,290.3923448,269.8153478,279.8966544,270.9066294,273.0932587,274.0504437,298.8057301
1.99_194.1199m/z,194.1199422,1.991016667,0,0,0,7.077457194,10.0089035,5.767405252,1.976379395,4.58081432,6.953165227,8.801902711,5.125892639,3.390029907,4.125656128,3.883475067,3.666633546,1.714866638,10.20040541,3.891319863,2.462646484,0,0,0,0,0,0,0,0,0,1.547660828,0
9.94_863.6129m/z,863.612918,9.943466667,11145.87168,1368.488733,1425.233913,346.6154347,344.3887984,327.0704332,587.1977901,556.0340019,401.9076386,342.1670306,288.2522361,170.6782667,237.3757379,192.3576511,195.2889392,242.0899032,254.0452304,109.8367791,302.9333248,429.2245608,322.4164194,1105.695975,1400.14845,1080.241998,720.2299441,658.6583185,553.2962416,567.7048799,591.4165616,347.4527823
8.86_1017.6551m/z,1017.655122,8.862783333,13167.90985,4827.243012,1562.63157,2451.461664,2574.123746,2307.236493,2200.078091,2531.807118,2258.906433,2038.122495,2589.9662,1836.110265,1754.130418,1890.34579,1737.511264,1531.374217,1616.273156,1530.642307,1262.945991,1479.726985,1593.451227,8973.020289,6266.742518,5865.080783,5313.301032,5495.57729,5746.076933,4211.872015,3305.605169,3228.800163
7.80_718.5688m/z,718.5688458,7.8026,781.7961758,62.13168771,27.01557641,5963.605426,4218.221787,1678.667278,186.4004622,11.31975125,2.34390758,0.886161211,3.063049196,0.220169388,0.172644752,0.005070804,0.202883616,0,0,0,0,0,0,1396.066068,1290.400167,8669.823861,81334.8707,2135.439633,1031.629159,3303.519273,2842.965319,1972.286133
8.44_1536.6357m/z,1536.635736,8.435616667,4.640625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1442.353011,9477.514689,1508.371703,3144.343442,2135.122799,711.6228752,18.27038574,6.897827148,0
9.69_641.4929m/z,641.4929138,9.694766667,4492.322209,1630.328137,1121.539758,94.11552607,134.6486555,124.487747,75.60665427,101.0326744,96.03966768,78.0981796,110.8504114,110.1038174,68.93036136,98.13110462,96.84253205,84.55569115,104.3300395,118.2922904,61.14358265,79.20110567,95.73150109,822.9860234,1825.295191,5867.8066,150.2426784,411.0225367,1534.85871,112.8197831,359.7946045,415.637201
9.72_1402.8985m/z,1402.898499,9.722783333,207.7876048,63.48284912,117.5930633,47.61596656,93.09142894,32.60754383,44.22241223,30.73840308,28.05664039,14.85559058,15.10430908,5.170868675,12.12908924,4.605224609,3.871887207,9.670166016,7.928833008,4.092346072,3.99206531,10.13867188,0,178.6287393,101.4357725,102.8514392,21.44023987,72.81415347,129.8453003,91.91127166,65.73241395,56.79022229
4.59_673.2578m/z,673.2577949,4.587416667,0,0,0,0,0,0,5.199127197,11.98263673,9.936798096,12.90457153,21.06367534,4.39535915,18.05404639,4.235168457,23.23101841,18.42777306,22.14722929,12.49038732,10.58209229,10.33664052,13.29737915,0,0,0,0,0,0,0,0,0
8.39_810.5963m/z,810.5963456,8.385616667,10201.35184,28034.00321,6827.277601,72911.03898,45961.16183,35797.95748,25291.03176,67895.8532,66335.50736,33863.99782,24050.52841,17141.66233,7981.757123,5636.373857,4021.068141,4343.922439,3782.900735,3048.781785,1548.083964,1354.438306,1315.574793,12947.45871,37322.10213,30487.79707,293915.5612,219964.8485,138517.3715,38162.30614,26240.84404,20030.7346
9.96_199.9911m/z,199.9910986,9.957866667,75.22993901,72.3907304,66.12127886,92.98068437,95.23740381,101.8603132,102.2022615,90.10377479,91.64532489,100.2847366,97.47815764,101.2779652,105.5425283,94.60420785,106.399574,99.00578945,100.6849279,101.2295574,104.0738856,107.5717979,101.811851,69.55374205,67.33864197,68.67246538,60.69977126,63.41448903,83.836505,91.33573427,87.94865447,89.72265613
9.94_599.4646m/z,599.4645847,9.943466667,1480.435897,539.9883285,31770.65687,162.1757832,132.5913607,105.8166942,139.2454142,141.3158602,105.1991561,88.03370903,95.18494875,40.69180109,58.07329884,22.39248414,56.40297866,61.20135059,63.60369142,50.06204037,60.80340834,51.86543606,41.77583094,831.7488457,476.3010709,481.7728122,84.06612651,719.8480729,493.3621812,269.4522459,169.296954,273.2592614
0.72_597.3402m/z,597.3401908,0.724216667,0,0,0,6.739042807,0,11.70687866,10.27250645,8.547115324,8.563659787,11.36269542,9.139404297,11.13217151,7.109161496,10.80671349,4.670532227,6.851590532,5.837493896,5.331054628,9.314058209,5.864698505,10.10797119,23.9363182,16.0246582,21.18771652,12.6703253,12.19643111,9.691316575,19.26667559,13.97759952,12.35752239
0.94_261.1363m/z,261.1363088,0.944883333,50.2734071,11.64732361,6.21194464,19.36097594,22.14519848,20.50003242,5.941963747,9.004398366,18.14878676,17.64320628,2.858596802,16.04402094,17.96555543,4.629794,17.09687566,17.98834629,8.409942658,13.36847606,7.836196899,8.77700177,10.85481262,75.47162252,76.72734422,69.39893053,87.97063078,81.10267141,69.32995391,78.88035669,63.44369032,66.59690622
4.57_213.1467m/z,213.1467334,4.573133333,557.7226481,0,0,1038.783805,1059.84769,1066.307985,977.2041764,1019.383911,1020.214206,1082.514081,1069.830557,1102.16546,1310.626374,1368.760118,1293.82937,1035.821224,1063.243799,1021.769582,1131.007796,1113.983352,1149.823015,835.4440673,868.1800475,877.7329496,879.736182,915.8691508,886.8300323,928.7083357,923.7835237,930.5050847
0.83_675.3061m/z,675.3061191,0.831333333,0,0,0,0,0,1.740229996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.461242616,0,6.727930872,3.437194824,3.981079102,4.898552506,10.89581032,2.078543696,10.7570827
0.81_1580.5434m/z,1580.543415,0.809916667,0,0,0,26.2510617,4.929504395,0,3.957974917,5.235229492,4.889308304,17.44743506,23.5937094,14.54524618,17.23342882,22.02657002,14.97938359,11.26455496,19.79138207,19.36061996,0,17.64691186,21.02156973,0,0,0,0,0,0,0,0,0
9.96_407.9254n,430.9146603,9.957866667,147.7550506,144.8227716,129.9025924,169.121752,184.3111676,192.0808268,212.6759547,178.7866629,157.2062243,172.3319516,172.7319536,216.0856282,200.3893516,186.1156233,208.4555753,196.6370715,218.9074135,180.3720727,190.2773097,209.8911711,199.1802615,139.6020713,132.5651024,140.3811511,159.9136578,119.1777838,131.3574676,174.1678446,142.8462068,180.0326606
8.02_1515.1152m/z,1515.115188,8.023266667,9.680017596,3.648750042,78.82867504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4020.097827,191852.3973,1186.030716,1728.77752,491.3812024,386.1964815,116.555182,22.38501686,0
9.97_377.7377m/z,377.7376547,9.97215,39.09430192,25.34461999,145.7257558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238.5744767,51.20614374,64.13344656,167.8578455,88.05006194,78.8777221,9.43460083,0,0
9.94_493.1219m/z,493.1218642,9.936316667,4.028259158,4.342224121,0,40.38122492,41.61740058,38.19240282,44.70422363,50.89933777,47.03099084,47.26905159,43.88076758,42.28645542,54.41127288,45.1993258,46.16474876,62.13834849,44.01009189,42.03609618,43.94541781,51.00270755,39.29849934,2.995880127,0,0,0,0,3.005218506,18.32197571,23.10005188,18.07923889
9.91_652.9030m/z,652.9030208,9.9149,1367.537112,3382.132978,4975.537772,702.7536642,696.0313339,640.2817241,673.8909091,706.7685505,632.072459,632.0992272,639.4494598,576.4736808,633.422832,592.2894568,618.434843,649.1736859,658.7145947,575.2254107,588.7905236,596.8547868,590.2063684,1289.963649,1853.150662,1469.256504,634.734364,1039.286954,945.6410683,1001.504932,1175.165792,859.3351508
8.82_185.1159m/z,185.11595,8.819933333,0.09686441,0,0,8.53327878,12.10344558,12.3190016,12.79122893,13.34148245,12.70722747,13.86602308,14.12211687,11.99039492,15.49158952,11.4191881,11.30576755,15.62347471,13.8556259,12.38733577,15.16918955,13.29093909,11.63108765,1.869646757,0,0.160248023,0,0,1.849360602,11.57161407,10.4261652,10.47385926
9.03_241.1776m/z,241.1775769,9.03345,118.6336058,49.36589875,57.12759682,186.4585499,194.525261,181.5962095,181.972667,178.9569994,179.8974016,197.1128349,186.8858199,193.8188519,198.3038079,210.3119584,190.774917,208.4199632,183.1902957,198.2829721,200.5489275,196.4628656,210.770574,134.2970423,94.26032679,96.88860398,55.47006304,106.7669516,143.3042668,168.8437251,164.7294937,189.1476614
9.23_381.2973m/z,381.297332,9.232,1154.794845,914.774514,782.3844232,1333.67493,1418.448924,1385.234597,1518.227043,1511.593489,1500.221696,1576.979189,1576.400849,1659.819286,1632.645214,1593.315481,1575.642312,1560.844131,1626.500576,1672.268081,1579.488663,1592.211764,1681.934375,826.9596956,626.4601311,683.461754,452.1261233,772.1704116,943.7031474,1215.60877,1231.059626,1253.417435
9.15_385.2351m/z,385.2351326,9.147016667,1295.305025,235.8776396,377.6944975,1676.77346,1881.146393,1805.639703,1894.73271,1892.288301,1892.704775,1933.822192,1955.334073,2025.235511,2010.093852,1989.299908,1934.356125,2005.132985,1980.038728,2068.812196,1854.78696,1916.885736,2053.625251,1049.148392,726.6800177,793.4572734,425.9137871,805.2021836,1074.30266,1507.779461,1495.591212,1704.057906
9.05_359.2408m/z,359.2408438,9.054183333,1823.568557,2051.206386,2622.413763,3345.840894,3482.191123,3443.32357,3714.509992,3663.320888,3653.321136,3896.747983,3886.099141,3987.967117,4033.26173,3977.782795,3989.683463,4122.948263,4251.402572,4211.296301,4036.311401,4103.154853,4287.994484,2045.007973,1599.962394,1910.765278,1436.498659,1960.066179,2579.64271,2996.628165,3047.473033,3147.77381
9.77_701.4452m/z,701.445193,9.772783333,5544.57452,556.9569662,911.2275785,26.9450208,22.52902159,31.22483879,38.5758436,27.25129962,25.36066531,62.38569418,51.06415506,58.65189609,7.716236252,0,0,16.00708499,31.97580061,19.50213186,3.231570993,0,5.510670001,930.2783224,129.1935523,267.4460134,33.41167891,243.0725029,1371.924743,64.68184949,55.10127717,36.89250091
0.65_61.0076m/z,61.00763857,0.646366667,501.2267995,460.9578433,414.0276749,620.9471691,649.953088,646.7073938,631.7567509,655.8275223,649.730264,688.5224027,714.1812206,682.5068594,637.2991036,628.9429848,638.5422491,628.0238167,644.7400719,616.7958167,606.8165235,631.3959262,633.9824063,564.0769989,554.5967799,566.3684357,583.9040136,600.9860796,595.9217269,672.7062233,662.8888997,664.3434583
9.94_967.7081m/z,967.7080919,9.943466667,423.7466431,188.6147505,175.9794086,11.54174805,0.005770696,11.47402622,0,0,0,26.65880355,3.177185059,0,0,4.594259459,3.802490234,0,2.412988178,1.995544434,0,4.040656803,2.055786073,117.2510982,131.6918122,82.98556667,37.59116123,171.8378635,83.37400356,21.88792206,7.247100711,13.46713257
0.98_142.0341m/z,142.034073,0.980733333,1.119369507,13.39329541,15.12322986,38.43110902,37.38158122,40.73200806,37.31891559,32.19216276,31.46891424,32.88934639,42.27146596,34.69800204,60.78172254,63.07440712,54.89242671,64.9498128,70.21423986,60.53678465,62.02998225,53.8043072,66.60957982,33.76612088,39.76331317,37.91178149,32.38745874,29.37689352,30.07386035,35.1707688,43.18122303,33.82261175
2.46_743.3001m/z,743.3000985,2.4605,0,0,0,24.54641724,55.29863892,63.82565089,0,3.572875857,0,106.6793024,114.7748021,109.4542673,54.95209528,51.74702439,74.59380395,76.0217139,110.4839034,76.55885068,35.97625813,53.13060874,56.45151467,0,0,0,2.153791089,0,1.644280841,0,1.882416159,0
2.65_676.2976m/z,676.2976026,2.6526,0,0,0,27.09522332,31.68215459,43.03747571,61.06003877,61.71591135,79.65679869,5.093356213,2.611083984,1.606384277,0,0,0,0,0,0,0,0,0,0,0,6.618530273,0,4.170574763,2.455893842,5.250549376,9.399902344,3.198298108
9.63_536.1661m/z,536.1661193,9.630483333,259.9204158,285.0994261,15591.37631,0,0,0.02956955,0.156983265,0,0.109801739,0,0.118760781,0.022164023,0.002418973,0,0.118494194,0.032660298,0.159174302,0.141290375,0.000385674,0.004001059,0.019909535,0,0,788.0766303,0,0,0.046117241,0,0,0.016405755
9.79_668.4459m/z,668.4459251,9.7942,705.0186532,868.8321007,8007.155538,6.060613712,9.925354064,10.71012514,18.06493153,3.206765489,8.129821777,17.0824956,12.02026187,11.98795526,12.38741262,9.314047494,13.13482833,5.987683842,12.04667875,6.840599647,13.34832776,16.35670311,11.74630728,213.6455157,447.9018373,484.5600202,178.8682486,244.6773791,9.763238816,12.9416176,18.04478654,10.47984244
9.96_230.1406m/z,230.1406486,9.957866667,21.22606962,23.49425459,29.52520752,32.87614441,38.61965942,42.279921,47.25419617,39.19604203,36.38187385,37.1227795,42.05793368,44.81490656,47.59000397,42.34162995,47.90683149,41.71131563,51.06871581,44.34033559,50.79568125,50.00832594,45.92839003,26.80794952,26.20782091,25.26294156,31.11782103,26.60719859,33.95399935,34.83152008,33.56529999,40.05976868
8.51_543.8403m/z,543.8403011,8.507016667,8.089765863,0,0,8.726499851,13.17062262,8.993814023,9.273963873,9.543701053,5.869537413,7.071380615,7.406877261,11.67294795,11.06893915,7.134206019,11.46306162,2.753479004,10.0892512,11.43689137,4.907775879,15.67494987,13.62827229,0,0,0,0,0,0,0,4.45892334,5.646137786
6.61_676.3627m/z,676.3626719,6.6148,8.565490723,0,0,12.03369141,7.435913086,13.89833205,11.09710053,11.87124634,20.5811247,24.69636743,20.08328291,16.47253406,13.9332359,19.33923316,8.088684082,12.40264904,3.383056641,20.89250964,7.884338498,11.59367603,6.370972617,35.86906368,24.31251588,24.8020606,29.69143993,26.8609706,36.37991944,29.12806056,23.25471813,16.17468763
8.94_867.5995m/z,867.5994786,8.940616667,1805.77152,125.2849262,62.64162157,31.15070738,39.97266372,27.05677156,9.260941094,5.289859766,5.182772016,5.341535001,7.643876125,5.07436628,5.104757309,7.41535569,9.891708925,8.350126305,6.145325384,7.171080622,4.213335536,1.975682951,6.19301022,98.02761242,62.87503488,70.3383498,305.7519463,108.6052761,103.2565803,23.34662675,22.16375609,23.0271072
9.30_553.8794m/z,553.8794405,9.296266667,60.23626697,2.911254883,0,88.96890798,146.1723046,140.8078839,116.2306297,161.3768155,134.3549276,105.3122625,171.7100515,152.197759,104.5740533,104.6356338,117.4915133,111.8141515,137.5221707,154.3588538,80.58128781,180.1027302,194.6211668,35.27230847,49.54912972,30.62188721,34.39508033,78.52331188,80.76606859,79.89519754,72.36392006,97.72287748
0.58_177.4624m/z,177.4623577,0.5821,0,0,0,6.530807376,2.286148131,6.641700864,0,0,2.315246582,0,3.740776062,6.083145142,8.09790802,3.612983704,0,1.902519226,0,5.83401775,3.938938435,5.692443479,5.824897579,24.06278846,31.25584467,24.09613437,32.34017756,24.64793396,29.82775781,30.28516551,32.00795145,26.47761715
9.71_633.4342m/z,633.4342429,9.709216667,149.8328079,94.96301662,64.56281505,8.123876841,19.4871917,14.66952515,23.64692811,9.942788417,5.290696059,14.52095685,12.384357,13.8477478,8.01183671,4.699768066,3.661804199,0,5.943208474,8.103490121,3.858459413,3.750793457,8.835388184,42.4864502,41.95850356,21.38744209,67.33502041,28.10505421,10.57201666,12.6914382,19.77003331,16.86309754
2.56_521.2101m/z,521.2101098,2.559766667,0,0,0,8.388519168,11.26153564,23.60177663,39.67735069,32.43054187,28.25268834,2.266357422,0,4.086792022,0,0,0,0,0,0,0,1.946014464,0,8.561206742,8.565497932,6.665634092,4.444242542,5.186206832,8.247322987,5.485887859,3.106848915,7.867200789
8.51_1545.1521m/z,1545.152127,8.514166667,15.78844384,7.167967708,57.97662318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,920.1190146,2091.979754,6964.40275,9689.012251,8701.646774,2788.93808,32.07043481,3.824890137,0
8.44_398.1800m/z,398.1800217,8.44275,6.072975065,13.88961792,0,2.595230103,11.49180802,0,13.01503506,17.88343687,4.816223085,18.34299638,16.42773975,15.42645464,15.09338756,13.45013152,15.44106231,12.45573575,10.37573075,17.71523997,11.59345394,17.63287027,17.28053319,0,0,0,0,0,0,0,0,2.869834409
1.83_143.0403m/z,143.040274,1.834616667,11.1910857,0,6.864944518,42.43991229,27.35415267,45.82147604,45.45383093,27.8678677,29.56362143,30.77896224,22.74269057,36.9038803,38.18882737,41.72665464,28.1312998,44.15722887,28.26623956,47.44856196,40.87325242,31.44702342,41.69610066,40.41618306,46.1181128,31.92992797,45.81734787,23.70617676,20.74551336,28.97144618,29.34381565,36.25974924
