DOID	DOTerm	p	p.adjust	geneRatio	bgRatio	cg
DOID:0080887	vitamin D-dependent rickets type 1B	1	1	0/91	1/15106	
DOID:0080889	posterior fossa ependymoma	1	1	0/91	6/15106	
DOID:0080890	supratentorial ependymoma	1	1	0/91	2/15106	
DOID:0080893	Bainbridge-Ropers syndrome	1	1	0/91	2/15106	
DOID:0080896	pericytoma with t(7;12)	1	1	0/91	2/15106	
DOID:0080897	solitary fibrous tumor/hemangiopericytoma	1	1	0/91	5/15106	
DOID:0080898	cerebellofaciodental syndrome	1	1	0/91	1/15106	
DOID:0080902	bladder small cell carcinoma	1	1	0/91	3/15106	
DOID:0080903	embryonal tumor with multilayered rosettes, C19MC-altered	1	1	0/91	2/15106	
DOID:0080907	Cockayne syndrome A	1	1	0/91	1/15106	
DOID:0080908	Cockayne syndrome B	1	1	0/91	4/15106	
DOID:0080909	castration-resistant prostate carcinoma	1	1	0/91	1/15106	
DOID:0080915	histiocytic sarcoma	1	1	0/91	8/15106	
DOID:0080916	erythroleukemia	1	1	0/91	51/15106	
DOID:0080918	polymicrogyria	1	1	0/91	30/15106	
DOID:0080922	bilateral frontoparietal polymicrogyria	1	1	0/91	1/15106	
DOID:0080924	bilateral perisylvian polymicrogyria	1	1	0/91	1/15106	
DOID:0080925	cytochrome P450 oxidoreductase deficiency	1	1	0/91	1/15106	
DOID:0080926	7q11.23 duplication syndrome	1	1	0/91	1/15106	
DOID:0080927	apolipoprotein A-IV associated amyloidosis	1	1	0/91	1/15106	
DOID:0080928	dialysis-related amyloidosis	1	1	0/91	2/15106	
DOID:0080932	primary localized cutaneous amyloidosis 3	1	1	0/91	1/15106	
DOID:0080933	immunoglobulin light chain amyloidosis	1	1	0/91	13/15106	
DOID:0080936	serum amyloid A amyloidosis	1	1	0/91	9/15106	
DOID:0080937	wild-type amyloidosis	1	1	2/91	3/15106	2,4137
DOID:0080938	nonobstructive coronary artery disease	1	1	0/91	5/15106	
DOID:0080939	hereditary angioedema type I	1	1	0/91	1/15106	
DOID:0080940	hereditary angioedema type III	1	1	0/91	1/15106	
DOID:0080941	acquired angioedema	1	1	0/91	4/15106	
DOID:0080942	anauxetic dysplasia	1	1	0/91	1/15106	
DOID:0080944	familial Behcet-like autoinflammatory syndrome	1	1	0/91	1/15106	
DOID:0080954	arthrogryposis multiplex congenita	1	1	0/91	15/15106	
DOID:0080957	primary hypoalphalipoproteinemia 1	1	1	0/91	3/15106	
DOID:0080958	primary hypoalphalipoproteinemia 2	1	1	0/91	1/15106	
DOID:0080991	congenital myopathy 1B	1	1	0/91	1/15106	
DOID:0081007	RNASET2-deficient cystic leukoencephalopathy	1	1	0/91	1/15106	
DOID:0081008	intellectual developmental disorder with cardiac arrhythmia	1	1	0/91	1/15106	
DOID:0081012	critical COVID-19	1	1	1/91	13/15106	3162
DOID:0081014	non-severe COVID-19	1	1	0/91	3/15106	
DOID:0081022	retinal cone dystrophy 3B	1	1	0/91	1/15106	
DOID:0081030	central conducting lymphatic anomaly	1	1	0/91	2/15106	
DOID:0081031	generalized lymphatic anomaly	1	1	0/91	2/15106	
DOID:0081041	B-cell prolymphocytic leukemia	1	1	0/91	1/15106	
DOID:0081044	frontonasal dysplasia	1	1	0/91	4/15106	
DOID:0081045	frontonasal dysplasia 1	1	1	0/91	1/15106	
DOID:0081048	congenital limbs-face contractures-hypotonia-developmental delay syndrome	1	1	0/91	1/15106	
DOID:0081049	hepatosplenic T-cell lymphoma	1	1	0/91	7/15106	
DOID:0081055	central diabetes insipidus	1	1	0/91	7/15106	
DOID:0081057	gestational diabetes insipidus	1	1	0/91	1/15106	
DOID:0081060	X-linked nephrogenic diabetes insipidus	1	1	0/91	4/15106	
DOID:0081063	DICER1 syndrome	1	1	0/91	1/15106	
DOID:0081072	craniofacial dysmorphism, skeletal anomalies, and mental retardation syndrome	1	1	0/91	1/15106	
DOID:0081073	Teebi hypertelorism syndrome	1	1	0/91	1/15106	
DOID:0081075	Marsili syndrome	1	1	0/91	11/15106	
DOID:0081076	blastic plasmacytoid dendritic cell neoplasm	1	1	0/91	19/15106	
DOID:0081080	acute myeloid leukemia with t(6;9) (p23;q34.1)	1	1	0/91	3/15106	
DOID:0081081	acute promyelocytic leukemia with PML-RARA	1	1	0/91	1/15106	
DOID:0081082	acute myelomonocytic leukemia	1	1	0/91	9/15106	
DOID:0081085	acute myeloid leukemia with minimal differentiation	1	1	0/91	3/15106	
DOID:0081089	acute myeloid leukemia with mutated NPM1	1	1	0/91	2/15106	
DOID:0081091	acute myeloid leukemia with mutated RUNX1	1	1	0/91	1/15106	
DOID:0081092	acute myeloid leukemia with myelodysplasia-related changes	1	1	0/91	4/15106	
DOID:0081101	nonautoimmune hyperthyroidism	1	1	0/91	1/15106	
DOID:0081102	familial gestational hyperthyroidism	1	1	0/91	1/15106	
DOID:0081104	hot water epilepsy	1	1	0/91	1/15106	
DOID:0081111	osteosclerotic metaphyseal dysplasia	1	1	0/91	1/15106	
DOID:0081116	benign familial infantile seizures 3	1	1	0/91	1/15106	
DOID:0081119	benign familial infantile seizures 6	1	1	2/91	7/15106	1141,1392
DOID:0081127	mandibuloacral dysplasia	1	1	0/91	4/15106	
DOID:0081242	autoimmune interstitial lung, joint, and kidney disease	1	1	0/91	2/15106	
DOID:0081244	pituitary blastoma	1	1	0/91	2/15106	
DOID:0081247	dedifferentiated chondrosarcoma	1	1	0/91	7/15106	
DOID:0081249	EWSR1-negative small round cell tumor	1	1	0/91	2/15106	
DOID:0081250	CIC-rearranged sarcoma	1	1	0/91	2/15106	
DOID:0081251	papillary tumor of the pineal region	1	1	0/91	1/15106	
DOID:0081259	desmoplastic infantile ganglioglioma / desmoplastic infantile astrocytoma	1	1	0/91	1/15106	
DOID:0081261	angiocentric glioma	1	1	0/91	3/15106	
DOID:0081271	Smith-McCort dysplasia 2	1	1	0/91	1/15106	
DOID:0081284	rosette-forming glioneuronal tumor	1	1	0/91	1/15106	
DOID:0081285	myxoid glioneuronal tumor	1	1	0/91	1/15106	
DOID:0081286	embryonal tumor with multilayered rosettes	1	1	0/91	3/15106	
DOID:0081289	Antley-Bixler syndrome	1	1	0/91	3/15106	
DOID:0081291	chronic traumatic encephalopathy	1	1	2/91	6/15106	4137,351
DOID:0081293	salivary gland mucoepidermoid carcinoma	1	1	0/91	10/15106	
DOID:0081294	neuronal intranuclear inclusion disease	1	1	0/91	8/15106	
DOID:0081296	oculopharyngodistal myopathy	1	1	0/91	4/15106	
DOID:0081311	intravascular large B-cell lymphoma	1	1	1/91	4/15106	596
DOID:0081313	primary diffuse large B-cell lymphoma of the central nervous system	1	1	1/91	2/15106	596
DOID:0081320	multiple synostoses syndrome 4	1	1	0/91	1/15106	
DOID:0081321	contractures, pterygia, and spondylocarpotarsal fusion syndrome 1A	1	1	0/91	1/15106	
DOID:0081329	glycogen storage disease I	1	1	0/91	2/15106	
DOID:0081330	glycogen storage disease Ib	1	1	0/91	1/15106	
DOID:0081332	progeroid syndrome	1	1	0/91	56/15106	
DOID:0081333	Wiedemann-Rautenstrauch syndrome	1	1	0/91	3/15106	
DOID:0081334	Nestor-Guillermo progeria syndrome	1	1	0/91	2/15106	
DOID:0081336	Thomsen disease	1	1	0/91	1/15106	
DOID:0081337	congenital myopathy	1	1	1/91	66/15106	274
DOID:0081341	congenital myopathy 5	1	1	0/91	1/15106	
DOID:0081357	isolated mitochondrial myopathy	1	1	0/91	1/15106	
DOID:0081362	Pierpont syndrome	1	1	0/91	1/15106	
DOID:0081363	distal myopathy with rimmed vacuoles	1	1	0/91	1/15106	
DOID:0081368	Paget's disease of bone 5	1	1	0/91	1/15106	
DOID:0081370	LADD syndrome	1	1	0/91	1/15106	
DOID:0081386	TANGO2-related metabolic encephalopathy and arrythmias	1	1	0/91	1/15106	
DOID:0081389	logopenic progressive aphasia	1	1	3/91	3/15106	348,4137,351
DOID:0081390	progressive non-fluent aphasia	1	1	3/91	5/15106	348,4137,10452
DOID:0081391	semantic dementia	1	1	3/91	5/15106	4137,23621,5328
DOID:0081394	Caroli syndrome	1	1	0/91	1/15106	
DOID:0081397	Vissers-Bodmer syndrome	1	1	0/91	1/15106	
DOID:0081402	sarcoma with BCOR genetic alterations	1	1	0/91	2/15106	
DOID:0081404	BCOR-CCNB3 sarcoma	1	1	0/91	2/15106	
DOID:0081413	renal cell carcinoma with MiT translocations	1	1	1/91	4/15106	7422
DOID:0081414	TFEB-rearranged renal cell carcinoma	1	1	1/91	2/15106	7422
DOID:0081415	TFE3-rearranged renal cell carcinoma	1	1	0/91	2/15106	
DOID:0081418	anaplastic sarcoma of the kidney	1	1	0/91	1/15106	
DOID:0081420	familial focal epilepsy with variable foci	1	1	0/91	3/15106	
DOID:0081431	microcephaly, short stature, and limb abnormalities	1	1	0/91	1/15106	
DOID:0081432	microcephaly-micromelia syndrome	1	1	0/91	1/15106	
DOID:0081438	Peroxisome biogenesis disorder 9B	1	1	0/91	1/15106	
DOID:0081441	Nicolaides-Baraitser syndrome	1	1	0/91	1/15106	
DOID:0090001	Fraser syndrome	1	1	0/91	5/15106	
DOID:0090002	Tietz syndrome	1	1	0/91	1/15106	
DOID:0090003	agenesis of the corpus callosum with peripheral neuropathy	1	1	0/91	1/15106	
DOID:0090004	progressive pseudorheumatoid arthropathy of childhood	1	1	0/91	1/15106	
DOID:0090005	Schwartz-Jampel syndrome 1	1	1	0/91	1/15106	
DOID:0090006	renal coloboma syndrome	1	1	0/91	1/15106	
DOID:0090007	immunodeficiency-centromeric instability-facial anomalies syndrome	1	1	0/91	4/15106	
DOID:0090012	severe combined immunodeficiency with sensitivity to ionizing radiation	1	1	0/91	2/15106	
DOID:0090015	Cenani-Lenz syndactyly syndrome	1	1	0/91	1/15106	
DOID:0090019	sitosterolemia	1	1	0/91	2/15106	
DOID:0090020	split hand-foot malformation	1	1	0/91	6/15106	
DOID:0090021	split hand-foot malformation 1	1	1	0/91	5/15106	
DOID:0090025	split hand-foot malformation 3	1	1	0/91	1/15106	
DOID:0090029	CINCA Syndrome	1	1	0/91	1/15106	
DOID:0090030	corticosteroid-binding globulin deficiency	1	1	0/91	1/15106	
DOID:0090031	D-bifunctional protein deficiency	1	1	0/91	1/15106	
DOID:0090033	myoclonic dystonia	1	1	0/91	3/15106	
DOID:0090039	torsion dystonia 6	1	1	0/91	1/15106	
DOID:0090044	dystonia 9	1	1	0/91	1/15106	
DOID:0090048	dystonia 16	1	1	0/91	1/15106	
DOID:0090053	episodic kinesigenic dyskinesia 1	1	1	0/91	1/15106	
DOID:0090057	X-linked dystonia-parkinsonism	1	1	1/91	2/15106	4852
DOID:0090059	enhanced S-cone syndrome	1	1	0/91	2/15106	
DOID:0090060	Wolcott-Rallison syndrome	1	1	0/91	1/15106	
DOID:0090061	familial cold autoinflammatory syndrome	1	1	0/91	4/15106	
DOID:0090063	familial cold autoinflammatory syndrome 2	1	1	0/91	1/15106	
DOID:0090067	Fuhrmann syndrome	1	1	0/91	1/15106	
DOID:0090070	hypogonadotropic hypogonadism	1	1	0/91	70/15106	
DOID:0090088	hypogonadotropic hypogonadism 24 without anosmia	1	1	0/91	1/15106	
DOID:0090103	Huntington's disease-like 1	1	1	0/91	1/15106	
DOID:0090104	Huntington's disease-like 2	1	1	0/91	11/15106	
DOID:0090105	autosomal recessive hypercholesterolemia	1	1	0/91	4/15106	
DOID:0090109	autosomal dominant hypocalcemia	1	1	0/91	3/15106	
DOID:0090110	immune dysregulation-polyendocrinopathy-enteropathy-X-linked syndrome	1	1	0/91	8/15106	
DOID:0090111	PCWH syndrome	1	1	0/91	2/15106	
DOID:0090112	Nasu-Hakola disease	1	1	2/91	5/15106	945,54209
DOID:0090113	RIDDLE syndrome	1	1	0/91	3/15106	
DOID:0090114	Sorsby's fundus dystrophy	1	1	0/91	1/15106	
DOID:0090115	spinocerebellar ataxia with axonal neuropathy 1	1	1	0/91	3/15106	
DOID:0090116	spondylocarpotarsal synostosis syndrome	1	1	0/91	3/15106	
DOID:0090117	thiamine-responsive megaloblastic anemia syndrome	1	1	0/91	2/15106	
DOID:0090118	congenital amegakaryocytic thrombocytopenia	1	1	0/91	6/15106	
DOID:0090119	ankyloblepharon-ectodermal defects-cleft lip/palate syndrome	1	1	0/91	3/15106	
DOID:0090122	aromatase excess syndrome	1	1	0/91	3/15106	
DOID:0090123	aromatic L-amino acid decarboxylase deficiency	1	1	0/91	1/15106	
DOID:0090127	camptodactyly-arthropathy-coxa vara-pericarditis syndrome	1	1	0/91	5/15106	
DOID:0090128	Carvajal syndrome	1	1	0/91	1/15106	
DOID:0090139	cortisone reductase deficiency	1	1	0/91	2/15106	
DOID:0090142	cystathioninuria	1	1	0/91	1/15106	
DOID:0090143	brachyolmia-amelogenesis imperfecta syndrome	1	1	0/91	1/15106	
DOID:0090144	Donnai-Barrow syndrome	1	1	0/91	2/15106	
DOID:0090145	dopamine beta-hydroxylase deficiency	1	1	0/91	1/15106	
DOID:0110000	3-methylglutaconic aciduria type 5	1	1	0/91	1/15106	
DOID:0110001	3-methylglutaconic aciduria with deafness, encephalopathy, and Leigh-like syndrome	1	1	0/91	1/15106	
DOID:0110002	3-methylglutaconic aciduria type 1	1	1	0/91	1/15106	
DOID:0110003	3-methylglutaconic aciduria with cataracts, neurologic involvement and neutropenia	1	1	0/91	1/15106	
DOID:0110004	3-methylglutaconic aciduria type 3	1	1	0/91	1/15106	
DOID:0110005	Leber congenital amaurosis 9	1	1	0/91	1/15106	
DOID:0110006	3-methylglutaconic aciduria type 4	1	1	0/91	1/15106	
DOID:0110008	achromatopsia 3	1	1	0/91	1/15106	
DOID:0110014	age related macular degeneration 1	1	1	0/91	1/15106	
DOID:0110016	Leber congenital amaurosis 2	1	1	0/91	1/15106	
DOID:0110029	alpha thalassemia-intellectual disability syndrome type 1	1	1	0/91	1/15106	
DOID:0110030	alpha thalassemia-X-linked intellectual disability syndrome	1	1	0/91	1/15106	
DOID:0110031	hemoglobin H disease	1	1	0/91	6/15106	
DOID:0110032	autosomal dominant Alport syndrome	1	1	0/91	3/15106	
DOID:0110033	autosomal recessive Alport syndrome	1	1	0/91	4/15106	
DOID:0110034	X-linked Alport syndrome	1	1	0/91	1/15106	
DOID:0110037	Alzheimer's disease 5	1	1	2/91	23/15106	7422,7124
DOID:0110042	Alzheimer's disease 3	1	1	0/91	5/15106	
DOID:0110044	Alzheimer's disease 11	1	1	0/91	2/15106	
DOID:0110045	Alzheimer's disease 12	1	1	0/91	2/15106	
DOID:0110051	Alzheimer's disease 19	1	1	0/91	1/15106	
DOID:0110058	amelogenesis imperfecta type 1E	1	1	0/91	1/15106	
DOID:0110066	amelogenesis imperfecta type 1G	1	1	0/91	1/15106	
DOID:0110078	Leber congenital amaurosis 1	1	1	0/91	1/15106	
DOID:0110079	Leber congenital amaurosis 8	1	1	0/91	1/15106	
DOID:0110092	short-rib thoracic dysplasia 6 with or without polydactyly	1	1	0/91	1/15106	
DOID:0110111	atrial heart septal defect 6	1	1	0/91	1/15106	
DOID:0110116	autoimmune lymphoproliferative syndrome type 2B	1	1	0/91	2/15106	
DOID:0110123	Bardet-Biedl syndrome 1	1	1	0/91	12/15106	
DOID:0110124	Bardet-Biedl syndrome 2	1	1	0/91	7/15106	
DOID:0110125	Bardet-Biedl syndrome 3	1	1	0/91	6/15106	
DOID:0110127	Bardet-Biedl syndrome 5	1	1	0/91	3/15106	
DOID:0110128	Bardet-Biedl syndrome 6	1	1	0/91	6/15106	
DOID:0110129	Bardet-Biedl syndrome 7	1	1	0/91	8/15106	
DOID:0110130	Bardet-Biedl syndrome 8	1	1	0/91	4/15106	
DOID:0110131	Bardet-Biedl syndrome 9	1	1	0/91	12/15106	
DOID:0110132	Bardet-Biedl syndrome 10	1	1	0/91	10/15106	
DOID:0110133	Bardet-Biedl syndrome 11	1	1	0/91	3/15106	
DOID:0110134	Bardet-Biedl syndrome 12	1	1	0/91	2/15106	
DOID:0110139	Bardet-Biedl syndrome 17	1	1	0/91	1/15106	
DOID:0110140	Bardet-Biedl syndrome 18	1	1	0/91	1/15106	
DOID:0110141	Bardet-Biedl syndrome 19	1	1	0/91	4/15106	
DOID:0110142	Bartter disease type 1	1	1	0/91	1/15106	
DOID:0110143	Bartter disease type 2	1	1	0/91	1/15106	
DOID:0110144	Bartter disease type 3	1	1	0/91	1/15106	
DOID:0110145	Bartter disease type 4a	1	1	0/91	4/15106	
DOID:0110148	Charcot-Marie-Tooth disease type 1A	1	1	0/91	9/15106	
DOID:0110151	Charcot-Marie-Tooth disease type 1C	1	1	0/91	2/15106	
DOID:0110152	Charcot-Marie-Tooth disease type 1B	1	1	0/91	1/15106	
DOID:0110153	Charcot-Marie-Tooth disease type 1E	1	1	0/91	1/15106	
DOID:0110156	Charcot-Marie-Tooth disease type 2B1	1	1	0/91	1/15106	
DOID:0110157	Charcot-Marie-Tooth disease type 2J	1	1	0/91	1/15106	
DOID:0110159	Charcot-Marie-Tooth disease type 2B	1	1	0/91	2/15106	
DOID:0110163	Charcot-Marie-Tooth disease axonal type 2F	1	1	0/91	1/15106	
DOID:0110164	Charcot-Marie-Tooth disease type 2D	1	1	0/91	1/15106	
DOID:0110165	Charcot-Marie-Tooth disease type 2E	1	1	0/91	1/15106	
DOID:0110167	Charcot-Marie-Tooth disease axonal type 2K	1	1	0/91	1/15106	
DOID:0110169	Charcot-Marie-Tooth disease axonal type 2P	1	1	0/91	1/15106	
DOID:0110171	Charcot-Marie-Tooth disease axonal type 2S	1	1	0/91	1/15106	
DOID:0110177	Charcot-Marie-Tooth disease axonal type 2N	1	1	0/91	2/15106	
DOID:0110180	Charcot-Marie-Tooth disease axonal type 2CC	1	1	0/91	1/15106	
DOID:0110183	Charcot-Marie-Tooth disease type 4C	1	1	0/91	3/15106	
DOID:0110184	Charcot-Marie-Tooth disease type 4J	1	1	0/91	2/15106	
DOID:0110185	Charcot-Marie-Tooth disease type 4A	1	1	0/91	1/15106	
DOID:0110186	Charcot-Marie-Tooth disease type 4D	1	1	0/91	3/15106	
DOID:0110190	Charcot-Marie-Tooth disease type 4B2	1	1	0/91	1/15106	
DOID:0110191	Charcot-Marie-Tooth disease type 4B1	1	1	0/91	1/15106	
DOID:0110192	Charcot-Marie-Tooth disease type 4H	1	1	0/91	1/15106	
DOID:0110193	Charcot-Marie-Tooth disease type 4F	1	1	0/91	1/15106	
DOID:0110194	Charcot-Marie-Tooth disease type 4B3	1	1	0/91	1/15106	
DOID:0110196	Charcot-Marie-Tooth disease type 4G	1	1	0/91	3/15106	
DOID:0110197	Charcot-Marie-Tooth disease dominant intermediate B	1	1	0/91	1/15106	
DOID:0110199	Charcot-Marie-Tooth disease dominant intermediate C	1	1	0/91	1/15106	
DOID:0110207	Charcot-Marie-Tooth disease X-linked dominant 6	1	1	0/91	1/15106	
DOID:0110209	Charcot-Marie-Tooth disease X-linked dominant 1	1	1	0/91	1/15106	
DOID:0110210	Charcot-Marie-Tooth disease X-linked recessive 5	1	1	0/91	1/15106	
DOID:0110214	cleft soft palate	1	1	0/91	1/15106	
DOID:0110215	Leber congenital amaurosis 5	1	1	0/91	2/15106	
DOID:0110228	cataract 8 multiple types	1	1	0/91	5/15106	
DOID:0110238	cataract 18	1	1	0/91	1/15106	
DOID:0110273	autosomal dominant limb-girdle muscular dystrophy	1	1	0/91	1/15106	
DOID:0110274	autosomal recessive limb-girdle muscular dystrophy	1	1	0/91	14/15106	
DOID:0110275	autosomal recessive limb-girdle muscular dystrophy type 2A	1	1	0/91	1/15106	
DOID:0110276	autosomal recessive limb-girdle muscular dystrophy type 2B	1	1	0/91	2/15106	
DOID:0110277	autosomal recessive limb-girdle muscular dystrophy type 2C	1	1	0/91	2/15106	
DOID:0110278	autosomal recessive limb-girdle muscular dystrophy type 2D	1	1	0/91	1/15106	
DOID:0110279	autosomal recessive limb-girdle muscular dystrophy type 2E	1	1	0/91	1/15106	
DOID:0110280	autosomal recessive limb-girdle muscular dystrophy type 2F	1	1	0/91	1/15106	
DOID:0110281	autosomal recessive limb-girdle muscular dystrophy type 2G	1	1	0/91	1/15106	
DOID:0110282	autosomal recessive limb-girdle muscular dystrophy type 2H	1	1	0/91	2/15106	
DOID:0110283	autosomal recessive limb-girdle muscular dystrophy type 2J	1	1	0/91	1/15106	
DOID:0110284	autosomal recessive limb-girdle muscular dystrophy type 2L	1	1	0/91	1/15106	
DOID:0110298	autosomal recessive limb-girdle muscular dystrophy type 2N	1	1	0/91	1/15106	
DOID:0110299	autosomal recessive limb-girdle muscular dystrophy type 2I	1	1	0/91	1/15106	
DOID:0110305	autosomal dominant limb-girdle muscular dystrophy type 1	1	1	0/91	1/15106	
DOID:0110331	Leber congenital amaurosis 3	1	1	0/91	2/15106	
DOID:0110332	Leber congenital amaurosis 4	1	1	0/91	1/15106	
DOID:0110333	Leber congenital amaurosis 7	1	1	0/91	1/15106	
DOID:0110334	osteogenesis imperfecta type 1	1	1	0/91	2/15106	
DOID:0110336	osteogenesis imperfecta type 8	1	1	0/91	1/15106	
DOID:0110337	osteogenesis imperfecta type 7	1	1	0/91	1/15106	
DOID:0110339	osteogenesis imperfecta type 3	1	1	0/91	3/15106	
DOID:0110340	osteogenesis imperfecta type 4	1	1	0/91	1/15106	
DOID:0110341	osteogenesis imperfecta type 2	1	1	0/91	2/15106	
DOID:0110344	osteogenesis imperfecta type 5	1	1	0/91	2/15106	
DOID:0110350	osteogenesis imperfecta type 6	1	1	0/91	1/15106	
DOID:0110351	osteogenesis imperfecta type 11	1	1	0/91	1/15106	
DOID:0110355	retinitis pigmentosa 32	1	1	0/91	1/15106	
DOID:0110362	retinitis pigmentosa 58	1	1	0/91	2/15106	
DOID:0110365	retinitis pigmentosa 28	1	1	0/91	2/15106	
DOID:0110366	retinitis pigmentosa 33	1	1	0/91	1/15106	
DOID:0110372	retinitis pigmentosa 4	1	1	0/91	1/15106	
DOID:0110378	retinitis pigmentosa 29	1	1	0/91	1/15106	
DOID:0110384	retinitis pigmentosa 25	1	1	0/91	4/15106	
DOID:0110387	retinitis pigmentosa 9	1	1	0/91	1/15106	
DOID:0110390	retinitis pigmentosa 1	1	1	1/91	28/15106	6648
DOID:0110391	retinitis pigmentosa 31	1	1	0/91	1/15106	
DOID:0110400	retinitis pigmentosa 22	1	1	0/91	1/15106	
DOID:0110402	retinitis pigmentosa 45	1	1	0/91	1/15106	
DOID:0110404	retinitis pigmentosa 17	1	1	0/91	1/15106	
DOID:0110408	retinitis pigmentosa 11	1	1	1/91	49/15106	51741
DOID:0110414	retinitis pigmentosa 3	1	1	0/91	7/15106	
DOID:0110415	retinitis pigmentosa 2	1	1	0/91	13/15106	
DOID:0110461	X-linked dilated cardiomyopathy	1	1	0/91	1/15106	
DOID:0110467	autosomal recessive nonsyndromic deafness 12	1	1	0/91	3/15106	
DOID:0110470	autosomal recessive nonsyndromic deafness 15	1	1	0/91	1/15106	
DOID:0110471	autosomal recessive nonsyndromic deafness 16	1	1	0/91	1/15106	
DOID:0110475	autosomal recessive nonsyndromic deafness 1A	1	1	0/91	1/15106	
DOID:0110477	autosomal recessive nonsyndromic deafness 2	1	1	0/91	2/15106	
DOID:0110479	autosomal recessive nonsyndromic deafness 21	1	1	0/91	1/15106	
DOID:0110481	autosomal recessive nonsyndromic deafness 23	1	1	0/91	3/15106	
DOID:0110482	autosomal recessive nonsyndromic deafness 24	1	1	0/91	1/15106	
DOID:0110483	autosomal recessive nonsyndromic deafness 25	1	1	0/91	1/15106	
DOID:0110484	autosomal recessive nonsyndromic deafness 26	1	1	0/91	1/15106	
DOID:0110486	autosomal recessive nonsyndromic deafness 28	1	1	0/91	1/15106	
DOID:0110487	autosomal recessive nonsyndromic deafness 29	1	1	0/91	1/15106	
DOID:0110488	autosomal recessive nonsyndromic deafness 3	1	1	0/91	1/15106	
DOID:0110489	autosomal recessive nonsyndromic deafness 30	1	1	0/91	1/15106	
DOID:0110490	autosomal recessive nonsyndromic deafness 31	1	1	0/91	3/15106	
DOID:0110491	autosomal recessive nonsyndromic deafness 32	1	1	0/91	1/15106	
DOID:0110493	autosomal recessive nonsyndromic deafness 35	1	1	0/91	1/15106	
DOID:0110495	autosomal recessive nonsyndromic deafness 37	1	1	0/91	1/15106	
DOID:0110497	autosomal recessive nonsyndromic deafness 39	1	1	0/91	1/15106	
