Well: A1 - 80,000 HCMVEC
Spectrum: Run.1 measured at 23/07/2020 5:09:48 PM

frequency (Hz),impedance magnitude (Ohm),phase (deg)
Spectrum: Run.137 measured at 25/07/2020 12:18:53 PM

frequency (Hz),impedance magnitude (Ohm),phase (deg)
1.00,15555.12,-77.49
1.29,12483.76,-77.19
1.67,9917.65,-76.50
2.15,7960.72,-76.44
2.78,6353.09,-75.85
3.59,5095.55,-75.51
4.64,4152.55,-75.57
5.99,3347.89,-75.23
7.74,2681.70,-74.41
10.00,2148.90,-73.65
12.92,1731.31,-72.61
16.68,1393.34,-71.62
21.54,1124.52,-70.31
27.83,910.73,-68.67
35.94,739.45,-66.82
46.42,603.62,-64.63
59.95,495.87,-62.00
77.43,411.04,-58.96
100.00,344.52,-55.45
129.15,291.81,-51.70
166.81,250.98,-47.58
215.44,219.60,-43.33
278.26,195.64,-39.62
359.38,176.31,-35.58
464.16,160.38,-31.86
599.48,148.10,-28.55
774.26,138.30,-25.51
1000.00,130.00,-22.93
1291.55,122.96,-20.51
1668.10,116.73,-18.37
2154.43,111.54,-16.28
2782.56,107.15,-14.30
3593.81,103.50,-12.42
4641.59,100.70,-10.77
5994.84,98.36,-9.41
7742.64,96.53,-8.20
10000.00,95.02,-7.24
12915.50,93.81,-6.44
16681.01,92.75,-5.78
21544.35,91.57,-5.31
27825.59,90.46,-4.86
35938.14,89.06,-4.66
46415.89,87.86,-4.52
59948.43,86.30,-4.01
77426.37,84.72,-3.34
100000.00,83.13,-2.78


Well: A5 - 20,000 HCMVEC
Spectrum: Run.141 measured at 25/07/2020 1:35:05 PM

frequency (Hz),impedance magnitude (Ohm),phase (deg)
1.00,15593.88,-77.30
1.29,12425.05,-76.90
1.67,9976.56,-76.40
2.15,7973.47,-76.30
2.78,6391.78,-75.84
3.59,5116.31,-75.35
4.64,4170.00,-75.56
5.99,3349.32,-75.39
7.74,2689.10,-74.56
10.00,2158.15,-73.64
12.92,1732.99,-72.77
16.68,1396.56,-71.69
21.54,1128.49,-70.31
27.83,912.61,-68.70
35.94,742.01,-66.83
46.42,605.26,-64.61
59.95,497.08,-62.01
77.43,411.80,-59.00
100.00,344.95,-55.52
129.15,292.34,-51.75
166.81,251.59,-47.62
215.44,220.14,-43.36
278.26,196.01,-39.59
359.38,176.59,-35.61
464.16,160.48,-31.99
599.48,148.29,-28.57
774.26,138.52,-25.60
1000.00,130.07,-22.97
1291.55,123.11,-20.54
1668.10,116.92,-18.33
2154.43,111.58,-16.31
2782.56,107.21,-14.31
3593.81,103.52,-12.48
4641.59,100.82,-10.83
5994.84,98.44,-9.40
7742.64,96.57,-8.25
10000.00,95.13,-7.24
12915.50,93.86,-6.51
16681.01,92.76,-5.83
21544.35,91.53,-5.38
27825.59,90.40,-4.94
35938.14,88.96,-4.74
46415.89,87.71,-4.57
59948.43,86.22,-4.11
77426.37,84.56,-3.53
100000.00,82.98,-2.78


Well: A5 - 20,000 HCMVEC
Spectrum: Run.145 measured at 25/07/2020 2:51:15 PM

frequency (Hz),impedance magnitude (Ohm),phase (deg)
1.00,15715.65,-77.41
1.29,12578.73,-76.94
1.67,9974.49,-76.69
2.15,8037.17,-76.42
2.78,6388.50,-75.96
3.59,5123.29,-75.49
4.64,4185.63,-75.59
5.99,3358.92,-75.01
7.74,2693.24,-74.40
10.00,2161.57,-73.76
12.92,1741.24,-72.69
16.68,1402.32,-71.55
21.54,1131.99,-70.25
27.83,915.64,-68.74
35.94,743.83,-66.85
46.42,606.85,-64.67
59.95,498.64,-62.06
77.43,412.97,-59.06
100.00,345.91,-55.60
129.15,292.88,-51.82
166.81,252.20,-47.74
215.44,220.61,-43.42
278.26,196.30,-39.70
359.38,176.83,-35.69
464.16,160.84,-31.97
599.48,148.55,-28.57
774.26,138.46,-25.64
1000.00,130.21,-23.06
1291.55,122.99,-20.64
1668.10,116.79,-18.41
2154.43,111.47,-16.39
2782.56,107.10,-14.35
3593.81,103.41,-12.54
4641.59,100.64,-10.84
5994.84,98.28,-9.48
7742.64,96.48,-8.26
10000.00,94.94,-7.30
12915.50,93.77,-6.50
16681.01,92.64,-5.87
21544.35,91.42,-5.40
27825.59,90.26,-4.98
35938.14,88.87,-4.71
46415.89,87.58,-4.64
59948.43,86.13,-4.15
77426.37,84.41,-3.51
100000.00,82.82,-2.77


Well: A5 - 20,000 HCMVEC
Spectrum: Run.149 measured at 25/07/2020 4:07:26 PM

frequency (Hz),impedance magnitude (Ohm),phase (deg)
1.00,15687.87,-77.42
1.29,12586.77,-77.17
1.67,10005.02,-76.42
2.15,8031.40,-76.43
2.78,6412.10,-75.80
3.59,5143.81,-75.45
4.64,4189.71,-75.65
5.99,3369.14,-75.05
7.74,2701.37,-74.41
10.00,2169.58,-73.67
12.92,1746.47,-72.70
16.68,1406.09,-71.63
21.54,1135.18,-70.33
27.83,918.05,-68.71
35.94,745.97,-66.89
46.42,608.89,-64.66
59.95,500.07,-62.09
77.43,414.12,-59.05
100.00,347.09,-55.57
129.15,293.74,-51.80
166.81,252.74,-47.73
215.44,221.09,-43.44
278.26,196.66,-39.77
359.38,177.29,-35.66
464.16,161.04,-31.97
599.48,148.77,-28.68
774.26,138.89,-25.75
1000.00,130.49,-23.04
1291.55,123.25,-20.64
1668.10,117.06,-18.47
2154.43,111.65,-16.39
2782.56,107.24,-14.39
3593.81,103.58,-12.60
4641.59,100.74,-10.89
5994.84,98.44,-9.49
7742.64,96.53,-8.29
10000.00,95.10,-7.37
12915.50,93.81,-6.55
16681.01,92.74,-5.98
21544.35,91.51,-5.49
27825.59,90.30,-5.07
35938.14,88.81,-4.76
46415.89,87.59,-4.71
59948.43,86.05,-4.22
77426.37,84.36,-3.70
100000.00,82.70,-2.97


Well: A5 - 20,000 HCMVEC
Spectrum: Run.153 measured at 25/07/2020 5:23:35 PM

frequency (Hz),impedance magnitude (Ohm),phase (deg)
1.00,14639.27,-77.76
1.29,11653.14,-77.39
1.67,9316.54,-76.81
2.15,7453.43,-76.67
2.78,5967.74,-76.10
3.59,4770.25,-75.61
4.64,3874.15,-75.83
5.99,3122.94,-75.13
7.74,2503.15,-74.42
10.00,2005.26,-73.54
12.92,1611.68,-72.48
16.68,1299.52,-71.18
21.54,1049.30,-69.69
27.83,849.38,-67.93
35.94,691.14,-65.90
46.42,565.34,-63.36
59.95,466.25,-60.44
77.43,388.07,-57.05
100.00,326.76,-53.28
129.15,279.29,-49.19
166.81,243.00,-44.79
215.44,214.87,-40.35
278.26,192.23,-36.46
359.38,175.47,-32.43
464.16,162.01,-28.62
599.48,151.45,-25.49
774.26,143.08,-22.55
1000.00,136.03,-20.22
1291.55,129.73,-18.14
1668.10,124.12,-16.37
2154.43,119.20,-14.68
2782.56,114.95,-13.11
3593.81,111.30,-11.65
4641.59,108.42,-10.33
5994.84,105.87,-9.27
7742.64,103.81,-8.29
10000.00,102.05,-7.53
12915.50,100.51,-7.07
16681.01,98.97,-6.63
21544.35,97.26,-6.34
27825.59,95.39,-6.11
35938.14,93.54,-5.73
46415.89,91.78,-5.53
59948.43,89.82,-4.97
77426.37,87.73,-4.08
100000.00,85.93,-3.22




Well: B1 - 80,000 HCMVEC
Spectrum: Run.1 measured at 23/07/2020 5:11:29 PM

frequency (Hz),impedance magnitude (Ohm),phase (deg)
1.00,14301.13,-70.39
1.29,11615.94,-70.02
1.67,9537.48,-70.01
2.15,7767.14,-69.87
2.78,6340.39,-69.75
3.59,5153.89,-69.54
4.64,4264.25,-69.36
5.99,3484.25,-69.25
7.74,2846.14,-68.76
10.00,2322.84,-68.00
12.92,1898.63,-67.24
16.68,1555.34,-66.28
21.54,1273.65,-65.31
27.83,1047.17,-64.00
35.94,862.16,-62.39
46.42,713.00,-60.47
59.95,592.53,-58.31
77.43,496.54,-55.66
100.00,418.86,-52.67
129.15,357.58,-49.22
166.81,309.64,-45.50
215.44,271.73,-41.58
278.26,242.62,-37.62
359.38,219.85,-33.83
464.16,202.24,-30.21
599.48,186.73,-27.23
774.26,174.83,-24.52
1000.00,164.37,-21.92
1291.55,155.47,-19.77
1668.10,147.63,-17.73
2154.43,141.02,-15.67
2782.56,135.30,-13.75
3593.81,130.59,-11.87
4641.59,126.89,-10.05
5994.84,124.05,-8.40
7742.64,121.85,-7.04
10000.00,120.17,-5.74
12915.50,118.98,-4.52
16681.01,117.78,-3.51
21544.35,117.09,-2.49
27825.59,116.45,-1.64
35938.14,116.08,-0.83
46415.89,115.71,-0.47
59948.43,115.12,0.42
77426.37,114.67,1.23
100000.00,114.17,2.17


Well: B1 - 80,000 HCMVEC
Spectrum: Run.5 measured at 23/07/2020 6:27:32 PM

frequency (Hz),impedance magnitude (Ohm),phase (deg)
1.00,12317.00,-72.21
1.29,9999.49,-71.73
1.67,8099.42,-72.00
2.15,6569.21,-71.48
2.78,5332.97,-71.49
3.59,4364.76,-70.99
4.64,3576.16,-70.81
5.99,2900.67,-70.32
7.74,2356.16,-69.62
10.00,1917.08,-68.72
12.92,1559.98,-67.71
16.68,1275.01,-66.53
21.54,1042.78,-65.15
27.83,856.79,-63.46
35.94,706.20,-61.45
46.42,586.09,-59.14
59.95,489.40,-56.44
77.43,412.78,-53.33
100.00,352.09,-49.90
129.15,303.83,-46.18
166.81,266.66,-42.23
215.44,237.51,-38.21
278.26,214.84,-34.29
359.38,196.00,-30.93
464.16,181.55,-27.66
599.48,169.94,-24.73
774.26,160.15,-22.19
1000.00,151.84,-19.97
1291.55,144.57,-17.97
1668.10,138.63,-16.21
2154.43,133.05,-14.59
2782.56,127.72,-13.10
3593.81,123.67,-11.67
4641.59,120.15,-10.30
5994.84,117.63,-9.23
7742.64,114.86,-8.22
10000.00,112.75,-7.48
12915.50,110.91,-6.77
16681.01,109.04,-6.13
21544.35,107.87,-5.48
27825.59,106.27,-4.91
35938.14,104.14,-4.28
46415.89,102.35,-3.87
59948.43,100.68,-3.12
77426.37,99.47,-2.26
100000.00,98.41,-1.35


Well: B1 - 80,000 HCMVEC
Spectrum: Run.9 measured at 23/07/2020 7:43:41 PM

frequency (Hz),impedance magnitude (Ohm),phase (deg)
1.00,12113.44,-72.89
1.29,9810.31,-72.72
1.67,7940.92,-72.06
2.15,6431.00,-72.04
2.78,5216.66,-71.50
3.59,4290.36,-71.13
4.64,3486.17,-71.08
5.99,2826.02,-70.59
7.74,2307.72,-69.73
10.00,1870.55,-68.89
12.92,1523.30,-67.90
16.68,1242.37,-66.66
21.54,1014.99,-65.23
27.83,833.25,-63.49
35.94,686.92,-61.42
46.42,569.70,-58.90
59.95,476.12,-56.14
77.43,401.95,-52.89
100.00,343.26,-49.35
129.15,297.07,-45.42
166.81,261.30,-41.47
215.44,233.39,-37.39
278.26,211.88,-33.48
359.38,194.21,-30.05
464.16,180.52,-26.76
599.48,169.06,-23.98
774.26,159.87,-21.36
1000.00,152.05,-19.29
1291.55,145.01,-17.46
1668.10,139.06,-15.77
2154.43,133.83,-14.25
2782.56,129.08,-12.92
3593.81,125.01,-11.64
4641.59,121.47,-10.56
5994.84,118.46,-9.72
7742.64,115.90,-8.96
10000.00,113.32,-8.39
12915.50,110.92,-7.90
16681.01,108.55,-7.37
21544.35,106.19,-6.85
27825.59,103.74,-6.35
35938.14,101.93,-5.75
46415.89,99.80,-5.22
59948.43,97.81,-4.53
77426.37,96.21,-3.68
100000.00,94.55,-2.70


Well: B1 - 80,000 HCMVEC
Spectrum: Run.13 measured at 23/07/2020 8:59:52 PM

frequency (Hz),impedance magnitude (Ohm),phase (deg)
1.00,12114.95,-73.22
1.29,9842.38,-72.81
1.67,7879.58,-72.65
2.15,6413.50,-72.42
2.78,5167.56,-72.12
3.59,4242.18,-71.54
4.64,3462.31,-71.59
5.99,2804.72,-70.99
7.74,2274.89,-70.10
10.00,1848.78,-69.18
12.92,1503.53,-68.20
16.68,1225.41,-66.98
21.54,1000.80,-65.48
27.83,820.05,-63.70
35.94,675.27,-61.63
46.42,560.24,-59.16
59.95,467.23,-56.31
77.43,394.53,-53.00
100.00,336.97,-49.39
129.15,291.45,-45.49
166.81,256.54,-41.42
215.44,229.04,-37.30
278.26,208.21,-33.40
359.38,190.65,-29.99
464.16,177.33,-26.68
599.48,166.48,-23.77
774.26,157.24,-21.26
1000.00,149.76,-19.10
1291.55,142.97,-17.18
1668.10,137.20,-15.53
2154.43,132.02,-14.06
2782.56,127.36,-12.68
3593.81,123.42,-11.44
4641.59,120.06,-10.40
5994.84,117.19,-9.38
7742.64,114.70,-8.69
10000.00,112.10,-8.13
12915.50,110.01,-7.56
16681.01,107.88,-7.10
21544.35,105.71,-6.62
27825.59,103.43,-6.21
35938.14,101.49,-5.68
46415.89,99.43,-5.37
59948.43,97.36,-4.64
77426.37,95.80,-3.83
100000.00,94.06,-3.00


Well: B1 - 80,000 HCMVEC
Spectrum: Run.17 measured at 23/07/2020 10:16:01 PM

frequency (Hz),impedance magnitude (Ohm),phase (deg)
1.00,12192.19,-73.28
1.29,9862.74,-72.69
1.67,7929.24,-72.89
2.15,6438.54,-72.47
2.78,5189.38,-72.39
3.59,4251.42,-71.96
4.64,3461.36,-71.71
5.99,2809.29,-71.20
7.74,2274.45,-70.32
10.00,1848.78,-69.54
12.92,1503.13,-68.37
16.68,1223.45,-67.16
21.54,999.18,-65.70
27.83,818.29,-63.95
35.94,672.96,-61.92
46.42,557.20,-59.40
59.95,465.27,-56.56
77.43,391.82,-53.31
100.00,334.12,-49.66
129.15,289.23,-45.73
166.81,254.35,-41.64
215.44,227.06,-37.49
278.26,205.94,-33.56
359.38,188.45,-30.20
464.16,175.16,-26.82
599.48,164.22,-23.90
774.26,155.61,-21.32
1000.00,147.97,-19.17
1291.55,141.35,-17.22
1668.10,135.53,-15.52
2154.43,130.46,-14.02
2782.56,125.82,-12.63
3593.81,122.02,-11.37
4641.59,118.71,-10.24
5994.84,115.97,-9.32
7742.64,113.27,-8.54
10000.00,111.26,-7.90
12915.50,109.10,-7.39
16681.01,107.04,-6.91
21544.35,104.85,-6.47
27825.59,102.65,-6.10
35938.14,100.86,-5.62
46415.89,98.76,-5.24
59948.43,96.93,-4.65
77426.37,95.16,-3.84
100000.00,93.53,-2.95


Well: B1 - 80,000 HCMVEC
Spectrum: Run.21 measured at 23/07/2020 11:32:11 PM

frequency (Hz),impedance magnitude (Ohm),phase (deg)
1.00,12215.55,-73.39
1.29,9840.97,-72.82
1.67,8003.34,-72.83
2.15,6454.81,-72.57
2.78,5230.60,-72.39
3.59,4282.37,-71.92
4.64,3491.98,-71.88
5.99,2829.02,-71.18
7.74,2285.64,-70.59
10.00,1850.46,-69.67
12.92,1504.41,-68.65
16.68,1224.76,-67.44
21.54,999.18,-65.96
27.83,817.80,-64.19
35.94,672.79,-62.07
46.42,556.52,-59.65
59.95,463.98,-56.82
77.43,390.48,-53.56
100.00,333.10,-49.93
129.15,287.96,-45.96
166.81,253.21,-41.82
215.44,225.56,-37.71
278.26,204.92,-33.72
359.38,187.65,-30.26
464.16,174.11,-26.92
599.48,163.07,-24.02
774.26,154.49,-21.51
1000.00,146.76,-19.29
1291.55,140.16,-17.30
1668.10,134.43,-15.58
2154.43,129.32,-14.05
2782.56,124.86,-12.63
3593.81,121.03,-11.40
4641.59,117.86,-10.22
5994.84,115.02,-9.27
7742.64,112.56,-8.48
10000.00,110.52,-7.79
12915.50,108.47,-7.34
16681.01,106.41,-6.88
21544.35,104.43,-6.39
27825.59,102.28,-6.08
35938.14,100.51,-5.65
46415.89,98.34,-5.25
59948.43,96.45,-4.67
77426.37,94.81,-3.92
100000.00,92.99,-3.12


Well: B1 - 80,000 HCMVEC
Spectrum: Run.25 measured at 24/07/2020 12:48:20 AM

frequency (Hz),impedance magnitude (Ohm),phase (deg)
1.00,12284.14,-73.67
1.29,9943.78,-73.55
1.67,7990.10,-72.84
2.15,6474.63,-72.94
2.78,5219.19,-72.37
3.59,4281.97,-71.82
4.64,3490.91,-71.78
5.99,2827.75,-71.22
7.74,2293.48,-70.58
10.00,1858.00,-69.75
12.92,1509.11,-68.75
16.68,1227.61,-67.53
21.54,1001.12,-66.12
27.83,819.14,-64.33
35.94,673.39,-62.31
46.42,556.53,-59.86
59.95,463.73,-57.01
77.43,390.15,-53.73
100.00,332.31,-50.10
129.15,286.68,-46.16
166.81,251.72,-42.06
215.44,224.48,-37.94
278.26,203.47,-33.89
359.38,185.94,-30.48
464.16,172.82,-27.15
599.48,161.98,-24.12
774.26,153.07,-21.58
1000.00,145.67,-19.32
1291.55,138.93,-17.36
1668.10,133.12,-15.63
2154.43,128.07,-14.11
2782.56,123.64,-12.63
3593.81,119.91,-11.35
4641.59,116.67,-10.19
5994.84,113.92,-9.18
7742.64,111.71,-8.37
10000.00,109.61,-7.70
12915.50,107.56,-7.20
16681.01,105.57,-6.75
21544.35,103.72,-6.30
27825.59,101.68,-5.95
35938.14,99.71,-5.40
46415.89,97.85,-5.20
59948.43,95.97,-4.61
77426.37,94.14,-3.90
100000.00,92.46,-3.11


Well: B1 - 80,000 HCMVEC
Spectrum: Run.29 measured at 24/07/2020 2:04:29 AM

frequency (Hz),impedance magnitude (Ohm),phase (deg)
1.00,12374.76,-73.75
1.29,10035.18,-73.43
1.67,8022.18,-73.09
2.15,6517.87,-72.88
2.78,5243.38,-72.59
3.59,4296.04,-72.06
4.64,3506.70,-71.88
5.99,2835.41,-71.53
7.74,2296.99,-70.69
10.00,1863.55,-69.87
12.92,1513.63,-68.81
16.68,1230.44,-67.70
21.54,1002.66,-66.24
27.83,820.31,-64.52
35.94,673.99,-62.45
46.42,557.07,-60.01
59.95,463.79,-57.20
77.43,389.87,-53.92
100.00,331.67,-50.34
129.15,286.38,-46.31
166.81,251.40,-42.18
215.44,223.94,-38.05
278.26,202.70,-34.11
359.38,185.44,-30.61
464.16,171.90,-27.23
599.48,161.16,-24.20
774.26,152.29,-21.64
1000.00,144.70,-19.46
1291.55,138.21,-17.38
1668.10,132.49,-15.66
2154.43,127.20,-14.16
2782.56,122.96,-12.67
3593.81,119.20,-11.34
4641.59,116.05,-10.14
5994.84,113.36,-9.12
7742.64,111.04,-8.32
10000.00,109.06,-7.69
12915.50,107.13,-7.18
16681.01,105.23,-6.67
21544.35,103.26,-6.26
27825.59,101.23,-5.92
35938.14,99.39,-5.39
46415.89,97.43,-5.23
59948.43,95.56,-4.68
77426.37,93.86,-3.96
100000.00,91.99,-3.10


Well: B1 - 80,000 HCMVEC
Spectrum: Run.33 measured at 24/07/2020 3:20:37 AM

frequency (Hz),impedance magnitude (Ohm),phase (deg)
1.00,12418.57,-73.55
1.29,9999.38,-73.00
1.67,8116.40,-73.10
2.15,6546.19,-72.81
2.78,5294.48,-72.72
3.59,4343.89,-72.75
4.64,3527.97,-71.90
5.99,2854.52,-71.64
7.74,2307.78,-70.86
10.00,1869.17,-70.03
12.92,1518.59,-68.93
16.68,1235.50,-67.73
21.54,1006.32,-66.34
27.83,823.16,-64.61
35.94,675.60,-62.60
46.42,558.18,-60.11
59.95,464.91,-57.29
77.43,390.62,-54.00
100.00,332.32,-50.37
129.15,286.81,-46.48
166.81,251.51,-42.25
215.44,224.11,-38.15
278.26,203.01,-34.16
359.38,185.68,-30.62
464.16,172.08,-27.24
599.48,161.27,-24.25
774.26,152.43,-21.62
1000.00,144.91,-19.42
1291.55,138.45,-17.46
1668.10,132.62,-15.76
2154.43,127.56,-14.14
2782.56,123.12,-12.63
3593.81,119.40,-11.33
4641.59,116.33,-10.13
5994.84,113.66,-9.19
7742.64,111.17,-8.35
10000.00,109.19,-7.77
12915.50,107.29,-7.23
16681.01,105.33,-6.77
21544.35,103.43,-6.40
27825.59,101.32,-6.06
35938.14,99.47,-5.61
46415.89,97.60,-5.43
59948.43,95.55,-4.86
77426.37,93.61,-4.11
100000.00,92.05,-3.28


Well: B1 - 80,000 HCMVEC
Spectrum: Run.37 measured at 24/07/2020 4:36:48 AM

frequency (Hz),impedance magnitude (Ohm),phase (deg)
1.00,12506.33,-73.87
1.29,10148.80,-73.57
1.67,8095.85,-73.18
2.15,6585.01,-73.11
2.78,5288.28,-72.70
3.59,4323.04,-72.33
4.64,3537.37,-72.29
5.99,2861.47,-71.43
7.74,2324.57,-70.74
10.00,1877.56,-70.04
12.92,1522.74,-69.07
16.68,1238.00,-67.90
21.54,1009.77,-66.43
27.83,825.48,-64.65
35.94,677.20,-62.62
46.42,559.45,-60.19
59.95,465.48,-57.36
77.43,391.42,-54.06
100.00,333.02,-50.50
129.15,287.11,-46.47
166.81,251.95,-42.30
215.44,224.29,-38.15
278.26,203.20,-34.14
359.38,185.84,-30.64
464.16,172.33,-27.26
599.48,161.35,-24.27
774.26,152.53,-21.66
1000.00,145.07,-19.37
1291.55,138.52,-17.41
1668.10,132.76,-15.65
2154.43,127.74,-14.09
2782.56,123.34,-12.66
3593.81,119.59,-11.32
4641.59,116.47,-10.12
5994.84,113.81,-9.15
7742.64,111.43,-8.34
10000.00,109.29,-7.72
12915.50,107.36,-7.27
16681.01,105.44,-6.82
21544.35,103.55,-6.44
27825.59,101.33,-6.20
35938.14,99.64,-5.71
46415.89,97.52,-5.54
59948.43,95.41,-4.99
77426.37,93.55,-4.22
100000.00,91.86,-3.40


Well: B1 - 80,000 HCMVEC
Spectrum: Run.41 measured at 24/07/2020 5:52:56 AM

frequency (Hz),impedance magnitude (Ohm),phase (deg)
1.00,12521.43,-73.72
1.29,10064.47,-73.25
1.67,8182.51,-73.04
2.15,6589.30,-72.90
2.78,5348.22,-72.60
3.59,4400.71,-72.53
4.64,3549.84,-72.09
5.99,2886.24,-71.60
7.74,2325.97,-70.93
10.00,1884.45,-70.10
12.92,1528.28,-69.05
16.68,1242.58,-67.92
21.54,1013.24,-66.42
27.83,827.28,-64.75
35.94,679.26,-62.67
46.42,560.82,-60.21
59.95,466.72,-57.37
77.43,391.99,-54.11
100.00,333.85,-50.46
129.15,288.01,-46.47
166.81,252.30,-42.33
215.44,224.78,-38.12
278.26,203.78,-34.05
359.38,185.91,-30.61
464.16,172.91,-27.22
599.48,162.12,-24.20
774.26,153.13,-21.62
1000.00,145.62,-19.36
1291.55,138.79,-17.42
1668.10,133.18,-15.70
2154.43,128.15,-14.02
2782.56,123.76,-12.65
3593.81,120.09,-11.32
4641.59,116.91,-10.14
5994.84,114.26,-9.16
7742.64,111.87,-8.43
10000.00,109.86,-7.83
12915.50,107.80,-7.35
16681.01,105.86,-6.96
21544.35,103.98,-6.59
27825.59,101.66,-6.32
35938.14,99.74,-5.91
46415.89,97.53,-5.75
59948.43,95.42,-5.15
77426.37,93.54,-4.40
100000.00,91.72,-3.49


Well: B1 - 80,000 HCMVEC
Spectrum: Run.45 measured at 24/07/2020 7:09:06 AM

frequency (Hz),impedance magnitude (Ohm),phase (deg)
1.00,12546.29,-73.77
1.29,10128.59,-73.60
1.67,8187.12,-73.01
2.15,6604.63,-73.03
2.78,5354.28,-72.55
3.59,4417.02,-72.41
4.64,3554.60,-72.23
5.99,2890.65,-71.65
7.74,2336.37,-70.93
10.00,1892.34,-70.07
12.92,1534.39,-69.05
16.68,1246.26,-67.95
21.54,1015.21,-66.49
27.83,829.73,-64.75
35.94,680.37,-62.72
46.42,561.77,-60.27
59.95,467.86,-57.43
77.43,392.60,-54.16
100.00,334.13,-50.48
129.15,288.48,-46.45
166.81,252.48,-42.38
215.44,225.13,-38.13
278.26,203.84,-34.07
359.38,186.67,-30.62
464.16,173.13,-27.27
599.48,162.23,-24.26
774.26,153.27,-21.62
1000.00,145.66,-19.43
1291.55,139.21,-17.34
1668.10,133.40,-15.62
2154.43,128.37,-14.03
2782.56,123.94,-12.58
3593.81,120.32,-11.31
4641.59,117.17,-10.12
5994.84,114.49,-9.18
7742.64,112.30,-8.45
10000.00,110.01,-7.86
12915.50,108.04,-7.40
16681.01,106.05,-7.03
21544.35,104.14,-6.74
27825.59,101.70,-6.47
35938.14,99.87,-6.06
46415.89,97.62,-5.77
59948.43,95.42,-5.29
77426.37,93.38,-4.49
100000.00,91.60,-3.68


Well: B1 - 80,000 HCMVEC
Spectrum: Run.49 measured at 24/07/2020 8:25:16 AM

frequency (Hz),impedance magnitude (Ohm),phase (deg)
1.00,12651.30,-73.71
1.29,10251.35,-73.17
1.67,8234.42,-73.48
2.15,6671.84,-72.99
2.78,5367.47,-72.94
3.59,4394.79,-72.66
4.64,3577.20,-72.19
5.99,2892.41,-71.69
7.74,2340.25,-70.97
10.00,1897.09,-70.13
12.92,1538.78,-69.16
16.68,1250.80,-67.94
21.54,1017.47,-66.59
27.83,831.72,-64.87
35.94,682.85,-62.78
46.42,563.42,-60.30
59.95,468.30,-57.49
77.43,393.70,-54.20
100.00,334.56,-50.55
129.15,289.04,-46.57
166.81,252.88,-42.42
215.44,225.63,-38.20
278.26,204.05,-34.13
359.38,186.56,-30.69
464.16,173.11,-27.34
599.48,162.28,-24.25
774.26,153.30,-21.64
1000.00,145.79,-19.38
1291.55,139.27,-17.42
1668.10,133.50,-15.60
2154.43,128.52,-14.04
2782.56,124.14,-12.62
3593.81,120.34,-11.31
4641.59,117.24,-10.14
5994.84,114.59,-9.19
7742.64,112.41,-8.46
10000.00,110.30,-7.86
12915.50,108.27,-7.45
16681.01,106.22,-7.09
21544.35,104.05,-6.78
27825.59,101.83,-6.56
35938.14,99.77,-6.18
46415.89,97.41,-5.83
59948.43,95.28,-5.39
77426.37,93.31,-4.65
100000.00,91.42,-3.81


Well: B1 - 80,000 HCMVEC
Spectrum: Run.53 measured at 24/07/2020 9:41:26 AM

frequency (Hz),impedance magnitude (Ohm),phase (deg)
1.00,12679.48,-73.71
1.29,10213.99,-73.15
1.67,8276.80,-73.22
2.15,6675.29,-72.92
2.78,5399.11,-72.85
3.59,4437.85,-72.73
4.64,3602.69,-71.92
5.99,2908.90,-71.83
7.74,2349.39,-71.00
10.00,1905.81,-70.10
12.92,1544.09,-69.25
16.68,1254.67,-68.00
21.54,1020.99,-66.57
27.83,833.92,-64.85
35.94,684.64,-62.79
46.42,564.44,-60.38
59.95,469.80,-57.52
77.43,394.54,-54.24
100.00,335.53,-50.56
129.15,289.25,-46.64
166.81,253.30,-42.43
215.44,225.89,-38.21
278.26,204.30,-34.16
359.38,186.98,-30.73
464.16,173.33,-27.32
599.48,162.49,-24.25
774.26,153.48,-21.64
1000.00,145.96,-19.43
1291.55,139.45,-17.37
1668.10,133.66,-15.63
2154.43,128.65,-14.00
2782.56,124.28,-12.62
3593.81,120.60,-11.27
4641.59,117.53,-10.14
5994.84,114.77,-9.21
7742.64,112.44,-8.44
10000.00,110.50,-7.92
12915.50,108.46,-7.52
16681.01,106.43,-7.18
21544.35,104.27,-6.88
27825.59,101.86,-6.70
35938.14,99.77,-6.32
46415.89,97.43,-6.05
59948.43,95.22,-5.50
77426.37,93.15,-4.77
100000.00,91.23,-3.94


Well: B1 - 80,000 HCMVEC
Spectrum: Run.57 measured at 24/07/2020 10:57:34 AM

frequency (Hz),impedance magnitude (Ohm),phase (deg)
1.00,12697.94,-73.94
1.29,10247.95,-73.64
1.67,8276.14,-73.11
2.15,6692.72,-73.23
2.78,5401.22,-72.62
3.59,4441.26,-72.08
4.64,3601.99,-72.40
5.99,2922.61,-71.65
7.74,2356.50,-71.11
10.00,1909.94,-70.18
12.92,1550.63,-69.14
16.68,1257.89,-68.11
21.54,1024.77,-66.63
27.83,836.75,-64.92
35.94,686.39,-62.91
46.42,566.72,-60.41
59.95,471.00,-57.59
77.43,395.37,-54.32
100.00,336.60,-50.64
129.15,289.72,-46.72
166.81,254.06,-42.46
215.44,226.27,-38.28
278.26,204.61,-34.20
359.38,187.18,-30.75
464.16,173.60,-27.31
599.48,162.50,-24.36
