"id","species","geographic.origin","sex","status","birth","death","dam","dam.type","sire","sire.type","from.center","departure"
"9X827","JAPANESE MACAQUE","Japan","f","Alive",2009-02-04,,"E31P7","Genetic",,"Genetic","Yes",
"C0RYL","JAPANESE MACAQUE","Japan","m","Alive",2008-09-28,,"6AF5H","Genetic",,"Genetic","Yes",
"7YFF4","JAPANESE MACAQUE","Japan","f","Alive",2009-02-26,,"MMRPF","Genetic",,"Genetic","Yes",
"SWXJE","JAPANESE MACAQUE","Japan","m","Dead",2009-03-08,2015-01-06,"QLN88","Genetic",,"Genetic","Yes",
"4VJQ0","JAPANESE MACAQUE","Japan","f","Dead",2008-12-06,2016-05-08,"EX7EM","Genetic",,"Genetic","Yes",
"ZV5LR","JAPANESE MACAQUE","Japan","f","Dead",2009-02-22,2020-04-13,"X5YRC","Genetic",,"Genetic","Yes",
"YCS3W","JAPANESE MACAQUE","Japan","f","Alive",2009-02-28,,"M0K63","Genetic",,"Genetic","Yes",
"CBX9A","JAPANESE MACAQUE","Japan","f","Alive",2009-05-18,,"Y1HG2","Genetic",,"Genetic","Yes",
"AH0L0","JAPANESE MACAQUE","Japan","m","Dead",2009-01-07,2010-08-11,"RKUHT","Genetic",,"Genetic","Yes",
"JY8AQ","JAPANESE MACAQUE","Japan","m","Dead",2009-02-23,2010-09-10,"AJ79K","Genetic",,"Genetic","Yes",
"6WBI4","JAPANESE MACAQUE","Japan","m","Dead",2009-02-19,2015-02-01,"LK3AV","Genetic",,"Genetic","Yes",
"2LICD","JAPANESE MACAQUE","Japan","f","Dead",2008-12-17,2014-11-30,"VCMR5","Genetic",,"Genetic","Yes",
"GZCSZ","JAPANESE MACAQUE","Japan","f","Alive",2009-07-18,,"X8LHZ","Genetic",,"Genetic","Yes",
"9P7LN","JAPANESE MACAQUE","Japan","m","Dead",2009-02-11,2010-05-19,"1CZ0U","Genetic",,"Genetic","Yes",
"SULFS","JAPANESE MACAQUE","Japan","f","Dead",2009-08-05,2018-05-18,"2P4JI","Genetic",,"Genetic","Yes",
"NBPV0","JAPANESE MACAQUE","Japan","m","Dead",2009-07-28,2011-08-09,"SHD00","Genetic",,"Genetic","Yes",
"852XS","JAPANESE MACAQUE","Japan","m","Dead",2009-04-11,2010-04-20,"BVP44","Genetic",,"Genetic","Yes",
"5GG2J","JAPANESE MACAQUE","Japan","m","Dead",2009-04-21,2011-08-23,"J6SW3","Genetic",,"Genetic","Yes",
"8J6WL","JAPANESE MACAQUE","Japan","f","Alive",2009-01-29,,"2PPKP","Provisional Genetic",,"Genetic","Yes",
"09DGM","JAPANESE MACAQUE","Japan","m","Dead",2009-03-30,2010-08-03,"Q24C5","Genetic",,"Genetic","Yes",
"8J6GE","JAPANESE MACAQUE","Japan","m","Dead",2009-01-14,2010-09-08,"HCTPI","Genetic",,"Genetic","Yes",
"W1P8G","JAPANESE MACAQUE","Japan","f","Dead",2008-10-18,2014-09-12,"ZVF95","Genetic",,"Genetic","Yes",
"20CHV","JAPANESE MACAQUE","Japan","m","Dead",2008-12-30,2011-08-21,"R57FE","Genetic",,"Genetic","Yes",
"WHSTA","JAPANESE MACAQUE","Japan","f","Dead",2009-02-06,2015-10-16,"0NFQD","Genetic",,"Genetic","Yes",
"N7ANK","JAPANESE MACAQUE","Japan","f","Alive",2009-01-02,,"X5B0R","Observed",,"Genetic","Yes",
"J0L64","JAPANESE MACAQUE","Japan","m","Dead",2008-11-09,2011-08-03,"FVNPH","Genetic",,"Genetic","Yes",
"LLMSN","JAPANESE MACAQUE","Japan","f","Dead",2009-08-29,2010-09-02,"YY1HJ","Observed",,,"Yes",
"RDXMY","JAPANESE MACAQUE","Japan","f","Dead",2009-09-05,2010-08-08,"C1SL6","Observed",,,"Yes",
"6T0DV","JAPANESE MACAQUE","Japan","u","Dead",2009-11-08,2009-11-26,"JV0LQ","Observed",,,"Yes",
"LKWC3","JAPANESE MACAQUE","Japan","u","Dead",2010-01-02,2009-12-21,"ESEG6","Observed",,,"Yes",
"IIXLT","JAPANESE MACAQUE","Japan","m","Dead",2010-03-31,2010-03-24,"8Z8RT","Observed",,,"Yes",
"KF1BE","JAPANESE MACAQUE","Japan","f","Dead",2010-04-27,2010-03-23,"8ZHXJ","Observed",,,"Yes",
"VTHJ0","JAPANESE MACAQUE","Japan","m","Dead",2010-05-08,2010-04-23,"9AIRL","Observed",,,"Yes",
"FDA7B","JAPANESE MACAQUE","Japan","f","Dead",2010-04-25,2010-04-08,"AYU9Q","Observed",,,"Yes",
"QLMLY","JAPANESE MACAQUE","Japan","m","Dead",2010-05-23,2010-06-11,"2EL4E","Observed",,,"Yes",
"CCI1J","JAPANESE MACAQUE","Japan","f","Dead",2010-06-06,2010-06-14,"Q0FEM","Observed",,,"Yes",
"R5M9Z","JAPANESE MACAQUE","Japan","f","Dead",2010-03-27,2011-07-14,"7EBGW","Observed",,,"Yes",
"BK1MI","JAPANESE MACAQUE","Japan","f","Dead",2010-05-06,2010-05-22,"RWAHA","Observed",,,"Yes",
"0X27D","JAPANESE MACAQUE","Japan","u","Dead",2010-05-02,2010-05-03,"RWAHA","Observed",,,"Yes",
"VXBFL","JAPANESE MACAQUE","Japan","m","Dead",2010-05-15,2010-08-01,"QPKBW","Observed",,,"Yes",
"22YUG","JAPANESE MACAQUE","Japan","m","Dead",2010-05-03,2011-07-09,"PE07K","Observed",,,"Yes",
"SI685","JAPANESE MACAQUE","Japan","m","Dead",2010-05-11,2011-08-03,"WB7QB","Observed",,,"Yes",
"VKRN0","JAPANESE MACAQUE","Japan","m","Dead",2010-06-09,2011-07-29,"JJ36W","Observed",,,"Yes",
"YKDYP","JAPANESE MACAQUE","Japan","m","Dead",2010-04-09,2011-08-18,"GZXW4","Observed",,,"Yes",
"X4Z6T","JAPANESE MACAQUE","Japan","m","Dead",2010-06-05,2011-07-14,"QP725","Observed",,,"Yes",
"LTMRF","JAPANESE MACAQUE","Japan","m","Dead",2010-05-10,2010-05-31,"AGLDT","Observed",,,"Yes",
"MC71N","JAPANESE MACAQUE","Japan","f","Dead",2010-05-13,2010-05-20,"JIIPE","Observed",,,"Yes",
"5MDZL","JAPANESE MACAQUE","Japan","m","Dead",2010-05-26,2010-07-09,"78BKK","Observed",,,"Yes",
"YCLLS","JAPANESE MACAQUE","Japan","f","Dead",2010-06-15,2011-07-07,"9442I","Genetic",,"Provisional Genetic","Yes",
"FYWIX","JAPANESE MACAQUE","Japan","m","Dead",2010-05-27,2011-06-28,"BB6CF","Provisional Genetic",,"Genetic","Yes",
"1XJIQ","JAPANESE MACAQUE","Japan","m","Dead",2010-06-12,2010-07-06,,,,,"Yes",
"VD57G","JAPANESE MACAQUE","Japan","f","Dead",2010-06-22,2010-06-14,"P2TBS","Observed",,,"Yes",
"3DWCT","JAPANESE MACAQUE","Japan","m","Dead",2010-05-29,2011-08-30,"B7BLE","Observed",,,"Yes",
"I90CA","JAPANESE MACAQUE","Japan","m","Dead",2010-05-19,2011-07-17,"NYCTP","Genetic",,"Genetic","Yes",
"P2FQY","JAPANESE MACAQUE","Japan","f","Dead",2010-06-29,2010-06-06,,,,,"Yes",
"SXBM1","JAPANESE MACAQUE","Japan","f","Alive",2010-07-16,,"CLCA3","Genetic",,"Genetic","Yes",
"TZ1AS","JAPANESE MACAQUE","Japan","f","Alive",2010-07-20,,"NN2HH","Genetic",,"Genetic","Yes",
"FQJJP","JAPANESE MACAQUE","Japan","f","Dead",2010-06-22,2011-08-03,"FBSJS","Observed",,,"Yes",
"X8K8K","JAPANESE MACAQUE","Japan","m","Dead",2010-06-13,2011-08-21,"GAXF7","Observed",,,"Yes",
"P5YMP","JAPANESE MACAQUE","Japan","f","Dead",2010-06-01,2011-07-14,"6RCFH","Observed",,,"Yes",
"GFIQ1","JAPANESE MACAQUE","Japan","m","Dead",2010-08-03,2011-08-18,"Z5M30","Observed",,,"Yes",
"964G1","JAPANESE MACAQUE","Japan","m","Alive",2010-06-25,,"M0K63","Genetic",,"Genetic","Yes",
"W2GKN","JAPANESE MACAQUE","Japan","f","Dead",2010-07-21,2020-04-29,"DSH26","Genetic",,"Genetic","Yes",
"X8AZF","JAPANESE MACAQUE","Japan","f","Alive",2010-07-14,,"BVP44","Genetic",,"Genetic","Yes",
"7GY8L","JAPANESE MACAQUE","Japan","m","Dead",2010-06-26,2011-01-16,"H2C7U","Observed",,,"Yes",
"4TEX2","JAPANESE MACAQUE","Japan","m","Dead",2010-07-18,2014-06-03,"HCTPI","Genetic",,"Genetic","Yes",
"XE47W","JAPANESE MACAQUE","Japan","m","Dead",2010-06-13,2010-09-15,,,,,"Yes",
"X4T6B","JAPANESE MACAQUE","Japan","m","Dead",2010-04-03,2016-03-20,"9ETSY","Genetic",,"Genetic","Yes",
"ZFP4T","JAPANESE MACAQUE","Japan","f","Alive",2010-02-13,,"DYZMS","Genetic",,"Genetic","Yes",
"QXG37","JAPANESE MACAQUE","Japan","m","Alive",2010-03-28,,"4LH1F","Provisional Genetic",,"Genetic","Yes",
"DE4LD","JAPANESE MACAQUE","Japan","f","Alive",2010-04-03,,"X8LHZ","Genetic",,"Genetic","Yes",
"HHNKS","JAPANESE MACAQUE","Japan","f","Dead",2010-07-05,2015-05-10,"VFHVR","Genetic",,"Genetic","Yes",
"X7BU3","JAPANESE MACAQUE","Japan","m","Alive",2010-01-23,,"RQLQY","Genetic",,"Genetic","Yes",
"REXCC","JAPANESE MACAQUE","Japan","m","Dead",2010-01-31,2014-05-24,"FJJN2","Genetic",,"Genetic","Yes",
"CHDDP","JAPANESE MACAQUE","Japan","m","Dead",2010-05-12,2014-08-24,"I4TWQ","Genetic",,"Genetic","Yes",
"LWXM0","JAPANESE MACAQUE","Japan","m","Alive",2009-12-17,,"0NFQD","Genetic",,"Genetic","Yes",
"9Y5HJ","JAPANESE MACAQUE","Japan","f","Dead",2010-01-22,2015-10-02,"Q24C5","Genetic",,"Genetic","Yes",
"59AEQ","JAPANESE MACAQUE","Japan","m","Dead",2010-05-09,2011-04-05,"ZGP3A","Genetic",,"Genetic","Yes",
"2GEXG","JAPANESE MACAQUE","Japan","f","Dead",2010-03-22,2020-11-27,"Y1HG2","Genetic",,"Genetic","Yes",
"7DMK8","JAPANESE MACAQUE","Japan","f","Alive",2010-01-29,,"X5YRC","Genetic",,"Genetic","Yes",
"F6EVE","JAPANESE MACAQUE","Japan","f","Alive",2010-01-04,,"SHD00","Genetic",,"Provisional Genetic","Yes",
"IDIBU","JAPANESE MACAQUE","Japan","f","Alive",2009-11-19,,"AW6AA","Genetic",,"Genetic","Yes",
"X1TL4","JAPANESE MACAQUE","Japan","f","Alive",2010-03-02,,"L0EAP","Genetic",,"Provisional Genetic","Yes",
"LUI32","JAPANESE MACAQUE","Japan","f","Dead",2010-01-12,2011-03-09,"6AF5H","Provisional Genetic",,"Genetic","Yes",
"RNGKM","JAPANESE MACAQUE","Japan","f","Alive",2009-12-11,,"ZVF95","Genetic",,"Genetic","Yes",
"1Q3LK","JAPANESE MACAQUE","Japan","m","Dead",2010-03-06,2011-01-29,"673BK","Provisional Genetic",,"Genetic","Yes",
"JG5W1","JAPANESE MACAQUE","Japan","f","Alive",2010-01-22,,"R57FE","Provisional Genetic",,"Genetic","Yes",
"NZH6I","JAPANESE MACAQUE","Japan","f","Alive",2010-02-11,,"E31P7","Genetic",,"Genetic","Yes",
"3Q58Z","JAPANESE MACAQUE","Japan","m","Dead",2009-10-09,2014-10-18,"K8AYQ","Genetic",,"Genetic","Yes",
"G7NXB","JAPANESE MACAQUE","Japan","m","Dead",2009-10-17,2015-08-25,"2PPKP","Genetic",,"Genetic","Yes",
"S59K2","JAPANESE MACAQUE","Japan","m","Alive",2010-02-14,,"DNSSU","Genetic",,"Genetic","Yes",
"INK0I","JAPANESE MACAQUE","Japan","m","Dead",2009-11-10,2021-01-02,"KVXQE","Genetic",,"Genetic","Yes",
"EXLIS","JAPANESE MACAQUE","Japan","m","Dead",2010-02-21,2014-06-07,"EX7EM","Genetic",,"Genetic","Yes",
"DEPKQ","JAPANESE MACAQUE","Japan","m","Alive",2010-06-08,,"VS2WN","Genetic",,"Genetic","Yes",
"BHA3H","JAPANESE MACAQUE","Japan","f","Dead",2010-06-04,2014-11-13,"KP87H","Genetic",,"Genetic","Yes",
"XI63C","JAPANESE MACAQUE","Japan","f","Alive",2010-06-27,,"FVNPH","Genetic",,"Provisional Genetic","Yes",
"1A37C","JAPANESE MACAQUE","Japan","m","Dead",2011-01-10,2011-01-27,"3913U","Observed",,"Observed","Yes",
"P65R3","JAPANESE MACAQUE","Japan","f","Dead",2011-03-21,2011-03-18,"GCV9S","Observed",,"Observed","Yes",
"M5DE3","JAPANESE MACAQUE","Japan","f","Dead",2011-03-18,2011-03-17,"AGLDT","Observed",,,"Yes",
"6FEJW","JAPANESE MACAQUE","Japan","m","Dead",2011-05-19,2011-05-14,,,,,"Yes",
"XZA53","JAPANESE MACAQUE","Japan","f","Dead",2011-03-30,2014-03-09,"3JX46","Genetic",,"Genetic","Yes",
"TEABI","JAPANESE MACAQUE","Japan","m","Dead",2011-04-20,2011-04-07,"C1SL6","Observed",,"Observed","Yes",
"TPG43","JAPANESE MACAQUE","Japan","f","Dead",2011-04-23,2012-05-22,"A4PF9","Observed",,,"Yes",
"IRWP3","JAPANESE MACAQUE","Japan","m","Dead",2011-04-16,2014-07-16,"YY1HJ","Observed",,,"Yes",
"5EUXA","JAPANESE MACAQUE","Japan","f","Dead",2011-06-09,2011-05-13,"B7BLE","Observed",,"Observed","Yes",
"LXGL0","JAPANESE MACAQUE","Japan","m","Dead",2011-05-12,2011-06-05,"Q0FEM","Observed",,,"Yes",
"667A1","JAPANESE MACAQUE","Japan","f","Dead",2011-04-23,2011-05-22,,,,,"Yes",
"QRJC0","JAPANESE MACAQUE","Japan","f","Dead",2011-04-25,2014-06-23,"7EWCA","Observed",,,"Yes",
"9GZ4W","JAPANESE MACAQUE","Japan","f","Dead",2011-04-12,2016-03-24,"RP3TE","Genetic",,"Genetic","Yes",
"V9RTU","JAPANESE MACAQUE","Japan","m","Dead",2011-05-20,2014-09-11,"MMRPF","Genetic",,"Genetic","Yes",
"VGX19","JAPANESE MACAQUE","Japan","m","Dead",2011-05-25,2015-01-05,"2P4JI","Genetic",,"Genetic","Yes",
"MYD3J","JAPANESE MACAQUE","Japan","m","Dead",2011-05-01,2014-08-16,"GZSN5","Genetic",,"Genetic","Yes",
"1E8PX","JAPANESE MACAQUE","Japan","m","Dead",2011-05-12,2015-01-27,"C2MLW","Genetic",,"Genetic","Yes",
"IT6W8","JAPANESE MACAQUE","Japan","m","Dead",2011-05-19,2014-12-20,"78BKK","Genetic",,"Genetic","Yes",
"GQVJ8","JAPANESE MACAQUE","Japan","f","Dead",2011-04-23,2017-03-12,"ASG90","Genetic",,"Genetic","Yes",
"1NWZ2","JAPANESE MACAQUE","Japan","m","Dead",2011-05-07,2014-07-15,"M1MR0","Observed",,,"Yes",
"DV9YF","JAPANESE MACAQUE","Japan","m","Dead",2011-06-02,2014-06-24,"HZZZ6","Observed",,,"Yes",
"L6KIG","JAPANESE MACAQUE","Japan","m","Dead",2011-05-22,2014-07-05,"BB6CF","Observed",,,"Yes",
"GWTGI","JAPANESE MACAQUE","Japan","m","Dead",2011-07-07,2012-06-14,"GZXW4","Observed",,,"Yes",
"5DYZX","JAPANESE MACAQUE","Japan","f","Dead",2011-05-25,2014-07-29,"HCTPI","Genetic",,"Genetic","Yes",
"IBHBE","JAPANESE MACAQUE","Japan","m","Dead",2011-06-27,2014-06-20,"5PQC2","Observed",,,"Yes",
"N1607","JAPANESE MACAQUE","Japan","f","Dead",2011-06-05,2014-08-09,"M0K63","Genetic",,"Genetic","Yes",
"Q8QB9","JAPANESE MACAQUE","Japan","f","Dead",2011-08-08,2011-07-24,"PE07K","Observed",,,"Yes",
"W00D3","JAPANESE MACAQUE","Japan","m","Dead",2011-07-04,2011-07-24,"8PBD9","Observed",,,"Yes",
"9D37W","JAPANESE MACAQUE","Japan","m","Dead",2011-07-22,2013-05-10,"P2TBS","Observed",,,"Yes",
"8J84I","JAPANESE MACAQUE","Japan","f","Dead",2011-06-21,2014-09-28,"BVP44","Genetic",,"Genetic","Yes",
"784JC","JAPANESE MACAQUE","Japan","f","Dead",2011-08-20,2014-11-18,"9442I","Observed",,,"Yes",
"ZJC5G","JAPANESE MACAQUE","Japan","f","Dead",2011-08-25,2014-10-23,"8Z8RT","Observed",,,"Yes",
"I3QLK","JAPANESE MACAQUE","Japan","f","Dead",2011-07-29,2014-11-20,"JIIPE","Observed",,,"Yes",
"2DPVH","JAPANESE MACAQUE","Japan","m","Dead",2011-07-19,2014-09-15,"NYCTP","Observed",,,"Yes",
"XW8IR","JAPANESE MACAQUE","Japan","m","Dead",2011-08-09,2014-10-04,"6RCFH","Observed",,,"Yes",
"0KKC8","JAPANESE MACAQUE","Japan","f","Dead",2011-09-30,2014-10-23,"Z5M30","Observed",,,"Yes",
"6AD90","JAPANESE MACAQUE","Japan","f","Dead",2011-09-25,2014-10-17,"FBSJS","Observed",,,"Yes",
"3A34N","JAPANESE MACAQUE","Japan","m","Alive",2011-06-24,,"X5YRC","Genetic",,"Genetic","Yes",
"BXUXR","JAPANESE MACAQUE","Japan","m","Dead",2011-06-29,2016-02-18,"2UN23","Genetic",,"Genetic","Yes",
"ZE5XC","JAPANESE MACAQUE","Japan","f","Alive",2011-06-22,,"WY8H1","Genetic",,"Genetic","Yes",
"SUD72","JAPANESE MACAQUE","Japan","f","Dead",2011-07-01,2012-10-11,"HPIDM","Genetic",,"Genetic","Yes",
"SH9BR","JAPANESE MACAQUE","Japan","m","Alive",2011-07-22,,"X8LHZ","Genetic",,"Genetic","Yes",
"YACZX","JAPANESE MACAQUE","Japan","f","Alive",2011-08-08,,"0NFQD","Genetic",,"Genetic","Yes",
"J7QEP","JAPANESE MACAQUE","Japan","m","Dead",2011-07-09,2015-01-18,"LK3AV","Genetic",,"Genetic","Yes",
"LNG91","JAPANESE MACAQUE","Japan","m","Dead",2011-07-12,2018-02-16,"228FM","Genetic",,"Genetic","Yes",
"6UDLL","JAPANESE MACAQUE","Japan","f","Alive",2011-07-25,,"I3M4X","Genetic",,"Genetic","Yes",
"XZA4B","JAPANESE MACAQUE","Japan","f","Alive",2011-07-14,,"8UY0R","Genetic",,"Genetic","Yes",
"Y2WGI","JAPANESE MACAQUE","Japan","f","Alive",2011-07-02,,"FVNPH","Genetic",,"Genetic","Yes",
"DDAK0","JAPANESE MACAQUE","Japan","f","Dead",2011-07-14,2021-01-24,"DYZMS","Genetic",,"Genetic","Yes",
"QLG1C","JAPANESE MACAQUE","Japan","f","Alive",2011-06-08,,"ZVF95","Genetic",,"Genetic","Yes",
"4HH3N","JAPANESE MACAQUE","Japan","f","Alive",2011-09-09,,"ZGP3A","Genetic",,"Genetic","Yes",
"SIBTS","JAPANESE MACAQUE","Japan","f","Alive",2011-06-21,,"VCMR5","Genetic",,"Genetic","Yes",
"10RM9","JAPANESE MACAQUE","Japan","m","Dead",2011-07-23,2012-05-16,"E31P7","Genetic",,"Genetic","Yes",
"4FEM1","JAPANESE MACAQUE","Japan","m","Dead",2011-06-25,2012-08-18,"I4TWQ","Genetic",,"Genetic","Yes",
"258P9","JAPANESE MACAQUE","Japan","f","Alive",2011-06-24,,"W1SWF","Genetic",,"Genetic","Yes",
"TBQR0","JAPANESE MACAQUE","Japan","f","Alive",2011-07-21,,"2PPKP","Genetic",,"Genetic","Yes",
"V9QWS","JAPANESE MACAQUE","Japan","m","Dead",2011-08-05,2016-04-30,"53JIJ","Genetic",,"Genetic","Yes",
"PK4VB","JAPANESE MACAQUE","Japan","f","Alive",2011-10-04,,"1227U","Genetic",,"Genetic","Yes",
"1QY7C","JAPANESE MACAQUE","Japan","f","Dead",2011-08-18,2014-01-10,"EX7EM","Genetic",,"Genetic","Yes",
"0JKN4","JAPANESE MACAQUE","Japan","m","Alive",2011-06-18,,"CLCA3","Genetic",,"Genetic","Yes",
"BGJ53","JAPANESE MACAQUE","Japan","m","Dead",2011-06-30,2016-02-19,"KP87H","Genetic",,"Genetic","Yes",
"M8387","JAPANESE MACAQUE","Japan","m","Alive",2011-07-26,,"673BK","Genetic",,"Genetic","Yes",
"0CMB3","JAPANESE MACAQUE","Japan","f","Dead",2011-06-27,2012-01-22,"6AF5H","Genetic",,"Genetic","Yes",
"1H6BB","JAPANESE MACAQUE","Japan","m","Dead",2011-06-11,2015-01-14,"NDA0D","Genetic",,"Genetic","Yes",
"PI6IR","JAPANESE MACAQUE","Japan","m","Dead",2011-06-28,2015-01-19,"AW6AA","Genetic",,"Genetic","Yes",
"ZTVCF","JAPANESE MACAQUE","Japan","m","Dead",2012-03-01,2012-01-31,"JB1WE","Observed",,,"Yes",
"P4JH7","JAPANESE MACAQUE","Japan","f","Dead",2012-03-15,2012-03-09,"JJ36W","Observed",,"Observed","Yes",
"29ZW7","JAPANESE MACAQUE","Japan","f","Dead",2012-02-22,2012-01-29,"WB7QB","Observed",,"Observed","Yes",
"51JX7","JAPANESE MACAQUE","Japan","m","Dead",2012-02-13,2012-02-24,"B7BLE","Observed",,,"Yes",
"9CZWH","JAPANESE MACAQUE","Japan","f","Dead",2012-03-24,2012-02-13,"GCV9S","Observed",,,"Yes",
"KC3S2","JAPANESE MACAQUE","Japan","f","Dead",2012-04-08,2012-02-17,"C1SL6","Observed",,,"Yes",
"98KGP","JAPANESE MACAQUE","Japan","m","Dead",2012-03-28,2012-04-03,"XN4ZL","Observed",,,"Yes",
"F774S","JAPANESE MACAQUE","Japan","m","Dead",2012-03-17,2015-06-04,"Y1HG2","Observed",,,"Yes",
"JAGYB","JAPANESE MACAQUE","Japan","m","Dead",2012-02-29,2012-04-24,"QP725","Observed",,,"Yes",
"082CS","JAPANESE MACAQUE","Japan","m","Dead",2012-03-14,2012-04-22,"PE07K","Observed",,"Observed","Yes",
"Y47B3","JAPANESE MACAQUE","Japan","m","Dead",2012-03-11,2012-04-13,"SK5S3","Observed",,,"Yes",
"9AIRU","JAPANESE MACAQUE","Japan","f","Dead",2012-03-28,2012-04-30,"BSC8Y","Observed",,"Observed","Yes",
"IW2AZ","JAPANESE MACAQUE","Japan","m","Dead",2012-05-08,2012-03-13,"FW1ZR","Observed",,,"Yes",
"LAG0L","JAPANESE MACAQUE","Japan","f","Dead",2012-04-05,2012-03-12,"V1WHW","Observed",,,"Yes",
"R3QJ3","JAPANESE MACAQUE","Japan","m","Dead",2012-03-01,2015-06-18,"KVXQE","Observed",,,"Yes",
"R4BEC","JAPANESE MACAQUE","Japan","f","Dead",2012-03-15,2015-07-02,"62G1R","Observed",,,"Yes",
"S6RMY","JAPANESE MACAQUE","Japan","m","Dead",2012-04-29,2015-06-05,"AJ79K","Observed",,,"Yes",
"3F13K","JAPANESE MACAQUE","Japan","f","Dead",2012-05-20,2012-06-11,"7EBGW","Observed",,,"Yes",
"FS1AV","JAPANESE MACAQUE","Japan","m","Dead",2012-06-09,2012-05-18,"FD00D","Observed",,"Observed","Yes",
"9GLDX","JAPANESE MACAQUE","Japan","f","Alive",2012-05-23,,"RQLQY","Genetic",,"Genetic","Yes",
"9XDX2","JAPANESE MACAQUE","Japan","f","Alive",2012-05-04,,"Q24C5","Genetic",,"Genetic","Yes",
"AIB1Q","JAPANESE MACAQUE","Japan","m","Dead",2012-05-19,2012-04-24,"Q52JY","Observed",,,"Yes",
"YACMI","JAPANESE MACAQUE","Japan","f","Dead",2012-03-28,2015-05-29,"9ETSY","Observed",,,"Yes",
"50Q8C","JAPANESE MACAQUE","Japan","m","Dead",2012-05-19,2015-06-20,"CYTV7","Observed",,,"Yes",
"VAU9N","JAPANESE MACAQUE","Japan","m","Dead",2012-05-25,2012-08-18,"3913U","Observed",,,"Yes",
"NRJJ3","JAPANESE MACAQUE","Japan","f","Dead",2012-06-24,2012-05-09,"GZXW4","Observed",,,"Yes",
"X3PN4","JAPANESE MACAQUE","Japan","m","Dead",2012-04-29,2013-04-17,"GAXF7","Observed",,,"Yes",
"LELPU","JAPANESE MACAQUE","Japan","f","Dead",2012-07-06,2012-07-05,"A4PF9","Observed",,,"Yes",
"L3N9D","JAPANESE MACAQUE","Japan","m","Dead",2012-05-15,2012-06-05,"2P4JI","Observed",,,"Yes",
"GPAX0","JAPANESE MACAQUE","Japan","f","Dead",2012-05-05,2015-06-02,"8PBD9","Observed",,,"Yes",
"SNQIU","JAPANESE MACAQUE","Japan","m","Dead",2012-04-14,2015-06-14,"2CNPT","Observed",,,"Yes",
"LN21A","JAPANESE MACAQUE","Japan","m","Dead",2012-07-12,2012-05-24,"R2Q3A","Observed",,,"Yes",
"KMY5Y","JAPANESE MACAQUE","Japan","f","Alive",2012-05-29,,"J6V01","Genetic",,"Genetic","Yes",
"7S0JU","JAPANESE MACAQUE","Japan","m","Dead",2012-06-11,2012-07-02,"YY1HJ","Observed",,,"Yes",
"IGH07","JAPANESE MACAQUE","Japan","m","Dead",2012-05-31,2012-06-04,"3JX46","Observed",,,"Yes",
"7IG41","JAPANESE MACAQUE","Japan","f","Dead",2012-07-27,2012-07-17,"Q2LNT","Observed",,,"Yes",
"BWIV1","JAPANESE MACAQUE","Japan","m","Dead",2012-05-30,2015-08-20,"2EL4E","Observed",,"Observed","Yes",
"S74VU","JAPANESE MACAQUE","Japan","m","Dead",2012-07-21,2012-06-19,,,,,"Yes",
"ZI0YD","JAPANESE MACAQUE","Japan","m","Dead",2012-08-06,2012-08-17,,,,,"Yes",
"JJBZ9","JAPANESE MACAQUE","Japan","f","Dead",2012-08-15,2012-06-29,"FJJN2","Observed",,,"Yes",
"CHIYN","JAPANESE MACAQUE","Japan","f","Dead",2012-06-23,2015-09-27,"QLN88","Observed",,,"Yes",
"9AJKS","JAPANESE MACAQUE","Japan","m","Dead",2012-07-25,2015-09-04,"J1ZVH","Observed",,,"Yes",
"Y8W3P","JAPANESE MACAQUE","Japan","f","Dead",2012-08-07,2015-10-03,"HCTPI","Observed",,,"Yes",
"7TI2T","JAPANESE MACAQUE","Japan","f","Dead",2012-06-26,2015-09-24,"47PN1","Observed",,"Observed","Yes",
"NN6JN","JAPANESE MACAQUE","Japan","m","Dead",2012-08-02,2013-12-17,"TA569","Observed",,"Observed","Yes",
"3DLD3","JAPANESE MACAQUE","Japan","f","Dead",2012-09-12,2012-08-11,"JIIPE","Observed",,,"Yes",
"NQQAE","JAPANESE MACAQUE","Japan","f","Alive",2012-05-31,,"VS2WN","Genetic",,"Genetic","Yes",
"F31Z6","JAPANESE MACAQUE","Japan","f","Dead",2012-06-19,2015-04-15,"KP87H","Genetic",,"Genetic","Yes",
"C8ST8","JAPANESE MACAQUE","Japan","m","Dead",2012-08-07,2012-08-22,"2PPKP","Observed",,,"Yes",
"17LNL","JAPANESE MACAQUE","Japan","f","Dead",2012-08-28,2012-08-23,,,,,"Yes",
"THURP","JAPANESE MACAQUE","Japan","m","Dead",2012-06-09,2012-08-26,"DNSSU","Observed",,,"Yes",
"HLAZZ","JAPANESE MACAQUE","Japan","m","Dead",2012-09-14,2015-09-05,"7EWCA","Observed",,,"Yes",
"9RFVD","JAPANESE MACAQUE","Japan","f","Dead",2012-08-30,2015-10-07,"BB6CF","Observed",,,"Yes",
"ZSEI8","JAPANESE MACAQUE","Japan","f","Dead",1967-04-07,1967-07-08,,,,,"Yes",
"9G1BT","JAPANESE MACAQUE","Japan","m","Dead",1967-03-28,1967-04-05,,,,,"Yes",
"NFSHW","JAPANESE MACAQUE","Japan","f","Dead",2012-07-27,2012-12-14,"GZSN5","Observed",,,"Yes",
"Y0LJF","JAPANESE MACAQUE","Japan","f","Dead",2012-06-11,2020-07-21,"EX7EM","Genetic",,"Genetic","Yes",
