"gender";"age";"hasJob";"jobHours";"currentEducation";"prevEducation";"epGeneralBeliefs_loudnessPreference";"epGeneralBeliefs_loudnessGenre";"epGeneralBeliefs_loudnessTooMuch";"epGeneralBeliefs_priceFoam";"epGeneralBeliefs_priceSilicon";"epGeneralBeliefs_priceCustom";"epw_Intention_plan";"epw_Intention_will";"epw_Intention_want";"epw_AttDirect_good";"epw_AttDirect_pleas";"epw_AttDirect_smart";"epw_AttDirect_healt";"epw_AttDirect_excit";"epw_NrmDirect_in1";"epw_NrmDirect_in2";"epw_NrmDirect_dn1";"epw_NrmDirect_dn2";"epw_PBCDirect_ifwanted";"epw_PBCDirect_easy";"epw_PBCDirect_control";"epw_PBCDirect_externalFactors";"epw_PBCDirect_notOnlyMe";"epw_AttExpect_hearingDamage";"epw_AttExpect_highTone";"epw_AttExpect_musicVolume";"epw_AttExpect_musicFidelity";"epw_AttExpect_loudConversation";"epw_AttExpect_musicFocus";"epw_AttExpect_musicEnjoy";"epw_AttValue_losing";"epw_AttValue_hearingDamage";"epw_AttValue_highTone";"epw_AttValue_musicVolume";"epw_AttValue_musicFidelity";"epw_AttValue_loudConversation";"epw_AttValue_musicFocus";"epw_AttValue_highTmusicEnjoyone";"epw_AttValue_comfortableFit";"epw_AttValue_priceQuality";"epw_attProduct_hearingDamage";"epw_attProduct_highTone";"epw_attProduct_loudConversation";"epw_attProduct_musicFidelity";"epw_attProduct_musicFocus";"epw_attProduct_musicVolume";"epw_NrmInjunct_partner";"epw_NrmInjunct_bestFriends";"epw_NrmInjunct_otherFriends";"epw_NrmInjunct_partyPeople";"epw_NrmInjunct_parents";"epw_NrmInjunct_siblings";"epw_NrmMTC_partner";"epw_NrmMTC_bestFriends";"epw_NrmMTC_otherFriends";"epw_NrmMTC_partyPeople";"epw_NrmMTC_parents";"epw_NrmMTC_siblings";"epw_nrmProduct_bestFriends";"epw_nrmProduct_otherFriends";"epw_nrmProduct_parents";"epw_nrmProduct_partner";"epw_nrmProduct_partyPeople";"epw_nrmProduct_siblings";"epw_PBCBeliefs_recognize";"epw_PBCBeliefs_remember";"epw_PBCBeliefs_fit";"epw_PBCBeliefs_fallOut";"epw_PBCBeliefs_intoxicated";"epw_Habit_automatic";"epw_Habit_withoutThinking";"epw_Habit_beforeRealising";"epw_Habit_withoutRemembering";"epw_Behavior_houseparty";"epw_Behavior_cafe";"epw_Behavior_disco";"epw_Behavior_band";"epw_Behavior_smallPartyInside";"epw_Behavior_bigPartyInside";"epw_Behavior_smallPartyOutside";"epw_Behavior_bigPartyOutside";"epPossession";"epw_behavior";"epw_intention";"epw_attitude";"epw_perceivedNorm";"epw_pbc";"epw_habit"
NA;NA;NA;NA;NA;NA;6;7;6;2;2;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;5;7;5;1;4;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;2;NA;NA;6;NA;7;1;4;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;5;6;3;1;2;7;7;6;6;7;7;7;7;4;6;6;6;6;7;7;7;1;7;2;2;6;3;1;5;4;2;1;2;2;2;2;6;6;7;7;2;4;2;6;30;12;5;5;5;4;7;6;5;5;5;4;6;6;25;25;42;25;16;36;6;6;6;2;2;NA;NA;NA;NA;1;1;NA;NA;5;5;NA;NA;1;3;6.33333333333333;6.4;6;5.8;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;1;NA;7;7;1;1;1;3;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;5;7;5;3;5;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;6;5;1;4;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;2;3;5;1;3;3;2;1;1;3;2;4;7;7;7;7;5;2;4;10;21;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;6;6;5;1;1;5;6;5;5;6;3;6;7;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;5.33333333333333;4.8;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;4;7;7;7;7;7;1;5.125;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;4;5;6;4;5;7;6;5;6;7;5;7;7;4;6;7;5;4;7;6;6;2;5;2;3;5;2;2;5;5;1;1;2;4;2;2;6;6;6;6;2;6;4;4;30;20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;2;2;1;1;NA;1;1.28571428571429;5.66666666666667;6;5.5;5.2;NA
NA;NA;NA;NA;NA;NA;5;7;6;3;5;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;5;6;6;3;5;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;6;4;4;1;7;4;1;1;1;3;3;1;5;5;7;7;5;6;1;12;35;12;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;5;5;5;4;4;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;4;1;6;1;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;2;1;NA;NA;NA;NA;1;1.25;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;2;2;NA;NA;NA;1;1.5;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;4;5;4;4;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;6;5;5;3;3;6;5;3;4;7;5;7;7;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;2;NA;NA;2;NA;NA;1;1.5;4;6;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;7;NA;7;7;NA;NA;1;4.8;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;3;5;6;1;4;6;7;6;7;7;7;7;7;4;7;6;4;6;6;6;7;2;6;2;2;4;3;1;4;6;1;1;2;5;3;3;5;6;6;7;2;4;3;9;20;20;NA;6;6;4;7;6;NA;1;1;1;1;1;6;6;7;NA;4;6;5;3;6;1;3;3;3;2;2;1;1;3;6;6;NA;NA;NA;1;3.4;6.66666666666667;6.4;5.75;5.4;2.5
NA;NA;NA;NA;NA;NA;5;4;2;1;2;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;3;4;5;3;2;3;1;2;2;3;1;3;6;7;6;7;6;6;9;5;12;12;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;NA;NA;NA;NA;6;NA;1;2.66666666666667;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;5;7;6;1;4;4;1;1;1;6;2;6;6;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;NA;NA;NA;NA;NA;NA;1;1;1;4.8;NA;NA;NA
NA;NA;NA;NA;NA;NA;6;5;5;4;4;6;7;7;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;2;2;2;2;2;2;1;1.875;7;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;5;5;3;4;4;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;3;1;6;2;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;3;4;NA;5;5;5;5;1;4;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;2;6;7;2;3;7;7;6;7;7;7;7;7;4;7;7;7;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;4;6;6;6;6;6;6;1;5.375;6.66666666666667;6.4;7;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;6;6;NA;NA;1;4.33333333333333;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;4;5;6;3;2;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;4;1;1;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;5;5;6;3;4;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;4;6;NA;NA;6;NA;1;3.6;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;5;5;4;5;4;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;4;6;4;4;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;5;5;5;5;4;4;3;4;4;4;4;4;3;4;4;4;12;20;20;20;12;20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;5;6;4;3;4;7;6;5;6;7;7;7;7;4;3;7;3;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;1;6;6;NA;5;1;3;5.66666666666667;6.4;4;NA;NA
NA;NA;NA;NA;NA;NA;6;5;4;3;4;4;5;5;3;4;3;1;1;1;4;7;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;3;NA;NA;NA;1;NA;1;1.66666666666667;4.33333333333333;2;4.75;NA;NA
NA;NA;NA;NA;NA;NA;4;7;3;3;3;7;7;7;7;7;7;7;7;3;7;4;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;NA;5;4;NA;3;1;2.5;7;6.2;4.75;NA;NA
NA;NA;NA;NA;NA;NA;5;6;6;1;3;7;7;7;7;7;7;7;7;4;7;7;7;7;7;7;7;1;7;1;1;3;4;1;6;6;1;1;1;2;5;3;6;7;7;7;1;1;3;20;36;6;4;6;6;4;7;7;1;1;1;1;1;1;6;6;7;4;4;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;7;6.4;7;5.8;NA
NA;NA;NA;NA;NA;NA;4;5;5;3;5;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;5;5;5;NA;NA;NA;1;3.4;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;3;6;6;3;5;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;3;5;2;2;2;1;1;1;4;1;1;2;7;7;7;2;2;2;5;4;12;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;5;5;5;2;4;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;2;1;3;3;3;NA;1;2;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;4;5;7;3;5;6;7;7;7;7;7;7;7;4;6;2;2;2;6;6;6;2;6;6;6;5;5;2;4;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7;7;7;7;7;7;7;7;1;7;7;6.4;3;5.2;NA
NA;NA;NA;NA;NA;NA;6;5;3;2;4;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;6;6;3;4;4;6;6;4;5;6;5;7;7;4;5;5;5;6;6;4;7;1;7;3;3;2;5;1;2;2;2;1;2;2;2;4;6;6;7;7;3;6;4;10;12;4;6;6;6;6;7;6;3;2;2;2;2;2;12;12;14;18;12;12;5;1;2;6;3;1;1;1;1;1;1;2;NA;2;3;3;3;1;2.14285714285714;5;5.8;5.25;5;1
"Female";12;"Nee, ik heb geen baan, bijbaan, of eigen bedrijf";NA;"Ja, ik doe VMBO (vroeger MAVO)";NA;6;4;6;2;2;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;3;6;4;6;2;4;3;5;2;5;4;2;6;6;2;7;15;6;12;16;12;30;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;5;5;5;3;4;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;6;1;7;3;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;NA;NA;1;NA;NA;1;1;1;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;3;5;7;1;3;6;7;7;7;7;7;7;7;4;5;6;4;7;7;7;7;1;7;3;1;4;1;2;7;7;1;1;1;5;1;1;6;7;7;4;3;1;2;1;42;20;7;6;4;2;7;NA;1;1;1;1;1;NA;6;4;7;7;2;NA;7;7;7;1;4;7;7;6;7;2;7;NA;NA;7;NA;NA;7;1;5.75;7;6.4;5.5;5.8;6.75
NA;NA;NA;NA;NA;NA;5;7;4;1;2;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;3;4;4;5;3;5;1;1;1;2;3;1;2;4;4;5;1;3;5;12;6;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;NA;1;NA;NA;NA;NA;1;1;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;4;5;6;4;4;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;1;1;1;1;2;1;2;2;3;1;3;2;1;2;1;2;1;3;3;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;2;NA;2;NA;NA;NA;1;2;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;5;3;6;4;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;5;4;6;3;4;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA
